group,A_scenario,support,n,it_median_eok,it_increase_median_pct,it_increase_p75_pct,newproj_15%(Deloitte 2020)_median_pct,newproj_15%(Deloitte 2020)_over_pct,newproj_21%(Deloitte 2023)_median_pct,newproj_21%(Deloitte 2023)_over_pct
중견-2차(2028),소형·상시,지원비 가동시간만,20,17.61991404,3.406052995988275,5.5453427576074645,22.707019973255164,10.0,16.219299980896547,0.0
중견-2차(2028),소형·상시,지원비 상시,20,17.61991404,3.406052995988275,5.5453427576074645,22.707019973255164,10.0,16.219299980896547,0.0
중견-2차(2028),소형·업무시간,지원비 가동시간만,20,17.61991404,1.026481724818384,1.6711991872241674,6.843211498789229,0.0,4.8880082134208775,0.0
중견-2차(2028),소형·업무시간,지원비 상시,20,17.61991404,2.4542244875203187,3.995685329454146,16.36149658346879,0.0,11.686783273906281,0.0
중견-2차(2028),중형·상시,지원비 가동시간만,20,17.61991404,9.673190508606702,15.748773431605201,64.48793672404467,25.0,46.0628119457462,20.0
중견-2차(2028),중형·상시,지원비 상시,20,17.61991404,9.673190508606702,15.748773431605201,64.48793672404467,25.0,46.0628119457462,20.0
중견-2차(2028),중형·업무시간,지원비 가동시간만,20,17.61991404,2.9152080984842113,4.746205691716636,19.434720656561407,0.0,13.881943326115293,0.0
중견-2차(2028),중형·업무시간,지원비 상시,20,17.61991404,4.342950861186146,7.070691833946614,28.953005741240972,15.0,20.680718386600695,10.0
중견-2차 후보,대형·상시,지원비 가동시간만,47,26.54112637,10.189289340247393,27.489436472320257,67.92859560164929,38.297872340425535,48.520425429749494,29.78723404255319
중견-2차 후보,대형·상시,지원비 상시,47,26.54112637,10.189289340247393,27.489436472320257,67.92859560164929,38.297872340425535,48.520425429749494,29.78723404255319
중견-2차 후보,소형·상시,지원비 가동시간만,47,26.54112637,2.2542675531520784,6.081733732814216,15.028450354347186,4.25531914893617,10.734607395962277,0.0
중견-2차 후보,소형·상시,지원비 상시,47,26.54112637,2.2542675531520784,6.081733732814216,15.028450354347186,4.25531914893617,10.734607395962277,0.0
중견-2차 후보,소형·업무시간,지원비 가동시간만,47,26.54112637,0.6793683036896674,1.8328512619440103,4.529122024597783,0.0,3.235087160426988,0.0
중견-2차 후보,소형·업무시간,지원비 상시,47,26.54112637,1.624307853367114,4.382180744466134,10.828719022447425,0.0,7.734799301748161,0.0
중견-2차 후보,중형·상시,지원비 가동시간만,47,26.54112637,6.402119850951903,17.272123801192375,42.680799006346014,29.78723404255319,30.48628500453287,17.02127659574468
중견-2차 후보,중형·상시,지원비 상시,47,26.54112637,6.402119850951903,17.272123801192375,42.680799006346014,29.78723404255319,30.48628500453287,17.02127659574468
중견-2차 후보,중형·업무시간,지원비 가동시간만,47,26.54112637,1.9294059824786554,5.205297583920989,12.862706549857702,2.127659574468085,9.187647535612644,0.0
중견-2차 후보,중형·업무시간,지원비 상시,47,26.54112637,2.874345532156102,7.7546270664431125,19.162303547707346,4.25531914893617,13.68735967693382,2.127659574468085
중견-비대상,대형·상시,지원비 가동시간만,202,33.297630655,8.123273838867354,16.521752671064878,54.15515892578235,26.732673267326735,38.68225637555882,19.801980198019802
중견-비대상,대형·상시,지원비 상시,202,33.297630655,8.123273838867354,16.521752671064878,54.15515892578235,26.732673267326735,38.68225637555882,19.801980198019802
중견-비대상,소형·상시,지원비 가동시간만,202,33.297630655,1.7971844776255206,3.655255015722318,11.981229850836804,2.4752475247524752,8.558021322026288,0.49504950495049505
중견-비대상,소형·상시,지원비 상시,202,33.297630655,1.7971844776255206,3.655255015722318,11.981229850836804,2.4752475247524752,8.558021322026288,0.49504950495049505
중견-비대상,소형·업무시간,지원비 가동시간만,202,33.297630655,0.5416172398323488,1.10158370336837,3.610781598882325,0.49504950495049505,2.579129713487375,0.49504950495049505
중견-비대상,소형·업무시간,지원비 상시,202,33.297630655,1.294957582508252,2.633786490780739,8.633050550055014,0.49504950495049505,6.166464678610724,0.49504950495049505
중견-비대상,중형·상시,지원비 가동시간만,202,33.297630655,5.104003916456479,10.380924244651384,34.02669277637653,18.316831683168317,24.30478055455466,9.900990099009901
중견-비대상,중형·상시,지원비 상시,202,33.297630655,5.104003916456479,10.380924244651384,34.02669277637653,18.316831683168317,24.30478055455466,9.900990099009901
중견-비대상,중형·업무시간,지원비 가동시간만,202,33.297630655,1.5381929611238703,3.128497717566171,10.254619740825802,0.9900990099009901,7.324728386304144,0.49504950495049505
중견-비대상,중형·업무시간,지원비 상시,202,33.297630655,2.291533303799773,4.66070050497854,15.276888691998492,3.9603960396039604,10.912063351427491,0.9900990099009901
중견 전체,대형·상시,지원비 가동시간만,296,28.57151111,9.46539935653386,20.738996752871984,63.102662376892404,32.77027027027027,45.07333026920887,25.0
중견 전체,대형·상시,지원비 상시,296,28.57151111,9.46539935653386,20.738996752871984,63.102662376892404,32.77027027027027,45.07333026920887,25.0
중견 전체,소형·상시,지원비 가동시간만,296,28.57151111,2.0941149018880223,4.588273617892033,13.960766012586816,4.054054054054054,9.971975723276296,1.0135135135135136
중견 전체,소형·상시,지원비 상시,296,28.57151111,2.0941149018880223,4.588273617892033,13.960766012586816,4.054054054054054,9.971975723276296,1.0135135135135136
중견 전체,소형·업무시간,지원비 가동시간만,296,28.57151111,0.6311031211169382,1.382767391693489,4.2073541407795885,1.0135135135135136,3.005252957699706,1.0135135135135136
중견 전체,소형·업무시간,지원비 상시,296,28.57151111,1.5089101895795887,3.3060711274126153,10.059401263863926,1.0135135135135136,7.18528661704566,1.0135135135135136
중견 전체,중형·상시,지원비 가동시간만,296,28.57151111,5.947286321361983,13.030697074813375,39.648575475746554,22.972972972972975,28.32041105410469,14.527027027027026
중견 전체,중형·상시,지원비 상시,296,28.57151111,5.947286321361983,13.030697074813375,39.648575475746554,22.972972972972975,28.32041105410469,14.527027027027026
중견 전체,중형·업무시간,지원비 가동시간만,296,28.57151111,1.7923328639721046,3.927059392409509,11.948885759814031,1.6891891891891893,8.534918399867166,1.0135135135135136
중견 전체,중형·업무시간,지원비 상시,296,28.57151111,2.670139932434755,5.8503631281286355,17.80093288289837,6.081081081081082,12.71495205921312,2.364864864864865
