stock_code,corp_name,size_class,is_holding,wave_group_reviewed,induty_code,kisa_name,kisa_type_used,it_year,it_spend,rev_same_year,it_ratio,rev_band,group,A_scenario,support,A_cost,it_increase,A_share_newproj_15%(Deloitte 2020),A_share_newproj_21%(Deloitte 2023)
053450,(주)세코닉스,중견,False,비대상,273,(주)세코닉스,의무,2025,704871805.0,354904671184.0,0.0019860877081399695,3천억~5천억,중견-비대상,소형·업무시간,지원비 가동시간만,18031200.0,0.02558082174956622,0.1705388116637748,0.1218134369026963
053450,(주)세코닉스,중견,False,비대상,273,(주)세코닉스,의무,2025,704871805.0,354904671184.0,0.0019860877081399695,3천억~5천억,중견-비대상,소형·상시,지원비 상시,59830800.0,0.08488181762356065,0.5658787841570709,0.40419913154076503
053450,(주)세코닉스,중견,False,비대상,273,(주)세코닉스,의무,2025,704871805.0,354904671184.0,0.0019860877081399695,3천억~5천억,중견-비대상,소형·상시,지원비 가동시간만,59830800.0,0.08488181762356065,0.5658787841570709,0.40419913154076503
053450,(주)세코닉스,중견,False,비대상,273,(주)세코닉스,의무,2025,704871805.0,354904671184.0,0.0019860877081399695,3천억~5천억,중견-비대상,중형·업무시간,지원비 상시,76288368.0,0.10823013129316472,0.7215342086210982,0.5153815775864987
053450,(주)세코닉스,중견,False,비대상,273,(주)세코닉스,의무,2025,704871805.0,354904671184.0,0.0019860877081399695,3천억~5천억,중견-비대상,중형·업무시간,지원비 가동시간만,51208608.0,0.07264953376876807,0.4843302251251205,0.3459501608036575
053450,(주)세코닉스,중견,False,비대상,273,(주)세코닉스,의무,2025,704871805.0,354904671184.0,0.0019860877081399695,3천억~5천억,중견-비대상,중형·상시,지원비 상시,169919472.0,0.24106436205091222,1.6070957470060814,1.1479255335757725
053450,(주)세코닉스,중견,False,비대상,273,(주)세코닉스,의무,2025,704871805.0,354904671184.0,0.0019860877081399695,3천억~5천억,중견-비대상,중형·상시,지원비 가동시간만,169919472.0,0.24106436205091222,1.6070957470060814,1.1479255335757725
053450,(주)세코닉스,중견,False,비대상,273,(주)세코닉스,의무,2025,704871805.0,354904671184.0,0.0019860877081399695,3천억~5천억,중견-비대상,대형·상시,지원비 상시,270435216.0,0.3836658156584941,2.5577721043899606,1.826980074564258
053450,(주)세코닉스,중견,False,비대상,273,(주)세코닉스,의무,2025,704871805.0,354904671184.0,0.0019860877081399695,3천억~5천억,중견-비대상,대형·상시,지원비 가동시간만,270435216.0,0.3836658156584941,2.5577721043899606,1.826980074564258
083930,(주)아바코,중견,False,비대상,29272,아바코,의무,2025,24761450.0,390585424274.0,6.339573486651558e-05,3천억~5천억,중견-비대상,소형·업무시간,지원비 상시,43110960.0,1.7410515135422198,11.607010090281467,8.29072149305819
083930,(주)아바코,중견,False,비대상,29272,아바코,의무,2025,24761450.0,390585424274.0,6.339573486651558e-05,3천억~5천억,중견-비대상,소형·업무시간,지원비 가동시간만,18031200.0,0.7281964505309665,4.854643003539777,3.4676021453855546
083930,(주)아바코,중견,False,비대상,29272,아바코,의무,2025,24761450.0,390585424274.0,6.339573486651558e-05,3천억~5천억,중견-비대상,소형·상시,지원비 상시,59830800.0,2.4162882222163886,16.10858814810926,11.506134391506613
083930,(주)아바코,중견,False,비대상,29272,아바코,의무,2025,24761450.0,390585424274.0,6.339573486651558e-05,3천억~5천억,중견-비대상,소형·상시,지원비 가동시간만,59830800.0,2.4162882222163886,16.10858814810926,11.506134391506613
083930,(주)아바코,중견,False,비대상,29272,아바코,의무,2025,24761450.0,390585424274.0,6.339573486651558e-05,3천억~5천억,중견-비대상,중형·업무시간,지원비 상시,76288368.0,3.0809329825191982,20.539553216794655,14.67110944056761
083930,(주)아바코,중견,False,비대상,29272,아바코,의무,2025,24761450.0,390585424274.0,6.339573486651558e-05,3천억~5천억,중견-비대상,중형·업무시간,지원비 가동시간만,51208608.0,2.0680779195079446,13.787186130052966,9.847990092894975
083930,(주)아바코,중견,False,비대상,29272,아바코,의무,2025,24761450.0,390585424274.0,6.339573486651558e-05,3천억~5천억,중견-비대상,중형·상시,지원비 상시,169919472.0,6.862258551094544,45.748390340630294,32.67742167187878
083930,(주)아바코,중견,False,비대상,29272,아바코,의무,2025,24761450.0,390585424274.0,6.339573486651558e-05,3천억~5천억,중견-비대상,중형·상시,지원비 가동시간만,169919472.0,6.862258551094544,45.748390340630294,32.67742167187878
083930,(주)아바코,중견,False,비대상,29272,아바코,의무,2025,24761450.0,390585424274.0,6.339573486651558e-05,3천억~5천억,중견-비대상,대형·상시,지원비 상시,270435216.0,10.921622764418077,72.81081842945385,52.007727449609895
083930,(주)아바코,중견,False,비대상,29272,아바코,의무,2025,24761450.0,390585424274.0,6.339573486651558e-05,3천억~5천억,중견-비대상,대형·상시,지원비 가동시간만,270435216.0,10.921622764418077,72.81081842945385,52.007727449609895
241710,(주)코스메카코리아,중견,False,비대상,20423,코스메카코리아,의무,2025,2496347905.0,441498750150.0,0.005654258147167713,3천억~5천억,중견-비대상,소형·업무시간,지원비 상시,43110960.0,0.017269612105609133,0.11513074737072757,0.08223624812194827
241710,(주)코스메카코리아,중견,False,비대상,20423,코스메카코리아,의무,2025,2496347905.0,441498750150.0,0.005654258147167713,3천억~5천억,중견-비대상,소형·업무시간,지원비 가동시간만,18031200.0,0.007223031679152109,0.048153544527680725,0.03439538894834338
241710,(주)코스메카코리아,중견,False,비대상,20423,코스메카코리아,의무,2025,2496347905.0,441498750150.0,0.005654258147167713,3천억~5천억,중견-비대상,소형·상시,지원비 상시,59830800.0,0.023967332389913817,0.1597822159327588,0.11413015423768486
241710,(주)코스메카코리아,중견,False,비대상,20423,코스메카코리아,의무,2025,2496347905.0,441498750150.0,0.005654258147167713,3천억~5천억,중견-비대상,소형·상시,지원비 가동시간만,59830800.0,0.023967332389913817,0.1597822159327588,0.11413015423768486
241710,(주)코스메카코리아,중견,False,비대상,20423,코스메카코리아,의무,2025,2496347905.0,441498750150.0,0.005654258147167713,3천억~5천억,중견-비대상,중형·업무시간,지원비 상시,76288368.0,0.030559990395249016,0.2037332693016601,0.14552376378690007
241710,(주)코스메카코리아,중견,False,비대상,20423,코스메카코리아,의무,2025,2496347905.0,441498750150.0,0.005654258147167713,3천억~5천억,중견-비대상,중형·업무시간,지원비 가동시간만,51208608.0,0.02051340996879199,0.13675606645861327,0.0976829046132952
241710,(주)코스메카코리아,중견,False,비대상,20423,코스메카코리아,의무,2025,2496347905.0,441498750150.0,0.005654258147167713,3천억~5천억,중견-비대상,중형·상시,지원비 상시,169919472.0,0.06806722398735524,0.45378149324903494,0.324129638035025
241710,(주)코스메카코리아,중견,False,비대상,20423,코스메카코리아,의무,2025,2496347905.0,441498750150.0,0.005654258147167713,3천억~5천억,중견-비대상,중형·상시,지원비 가동시간만,169919472.0,0.06806722398735524,0.45378149324903494,0.324129638035025
241710,(주)코스메카코리아,중견,False,비대상,20423,코스메카코리아,의무,2025,2496347905.0,441498750150.0,0.005654258147167713,3천억~5천억,중견-비대상,대형·상시,지원비 상시,270435216.0,0.10833234240241045,0.7222156160160697,0.5158682971543356
241710,(주)코스메카코리아,중견,False,비대상,20423,코스메카코리아,의무,2025,2496347905.0,441498750150.0,0.005654258147167713,3천억~5천억,중견-비대상,대형·상시,지원비 가동시간만,270435216.0,0.10833234240241045,0.7222156160160697,0.5158682971543356
013520,(주)화승코퍼레이션,중견,False,2차 후보(확인 필요),303,화승코퍼레이션,의무,2025,4242140801.0,488830823178.0,0.008678136892884292,3천억~5천억,중견-2차 후보,소형·업무시간,지원비 상시,43110960.0,0.010162548114819162,0.06775032076546109,0.04839308626104363
013520,(주)화승코퍼레이션,중견,False,2차 후보(확인 필요),303,화승코퍼레이션,의무,2025,4242140801.0,488830823178.0,0.008678136892884292,3천억~5천억,중견-2차 후보,소형·업무시간,지원비 가동시간만,18031200.0,0.0042504954092399535,0.028336636061599692,0.020240454329714067
013520,(주)화승코퍼레이션,중견,False,2차 후보(확인 필요),303,화승코퍼레이션,의무,2025,4242140801.0,488830823178.0,0.008678136892884292,3천억~5천억,중견-2차 후보,소형·상시,지원비 상시,59830800.0,0.0141039165852053,0.09402611056803534,0.06716150754859668
013520,(주)화승코퍼레이션,중견,False,2차 후보(확인 필요),303,화승코퍼레이션,의무,2025,4242140801.0,488830823178.0,0.008678136892884292,3천억~5천억,중견-2차 후보,소형·상시,지원비 가동시간만,59830800.0,0.0141039165852053,0.09402611056803534,0.06716150754859668
013520,(주)화승코퍼레이션,중견,False,2차 후보(확인 필요),303,화승코퍼레이션,의무,2025,4242140801.0,488830823178.0,0.008678136892884292,3천억~5천억,중견-2차 후보,중형·업무시간,지원비 상시,76288368.0,0.017983459667820677,0.11988973111880452,0.08563552222771752
013520,(주)화승코퍼레이션,중견,False,2차 후보(확인 필요),303,화승코퍼레이션,의무,2025,4242140801.0,488830823178.0,0.008678136892884292,3천억~5천억,중견-2차 후보,중형·업무시간,지원비 가동시간만,51208608.0,0.012071406962241469,0.08047604641494313,0.05748289029638795
013520,(주)화승코퍼레이션,중견,False,2차 후보(확인 필요),303,화승코퍼레이션,의무,2025,4242140801.0,488830823178.0,0.008678136892884292,3천억~5천억,중견-2차 후보,중형·상시,지원비 상시,169919472.0,0.04005512310198305,0.2670341540132204,0.19073868143801456
013520,(주)화승코퍼레이션,중견,False,2차 후보(확인 필요),303,화승코퍼레이션,의무,2025,4242140801.0,488830823178.0,0.008678136892884292,3천억~5천억,중견-2차 후보,중형·상시,지원비 가동시간만,169919472.0,0.04005512310198305,0.2670341540132204,0.19073868143801456
013520,(주)화승코퍼레이션,중견,False,2차 후보(확인 필요),303,화승코퍼레이션,의무,2025,4242140801.0,488830823178.0,0.008678136892884292,3천억~5천억,중견-2차 후보,대형·상시,지원비 상시,270435216.0,0.06374970296512796,0.4249980197675198,0.303570014119657
013520,(주)화승코퍼레이션,중견,False,2차 후보(확인 필요),303,화승코퍼레이션,의무,2025,4242140801.0,488830823178.0,0.008678136892884292,3천억~5천억,중견-2차 후보,대형·상시,지원비 가동시간만,270435216.0,0.06374970296512796,0.4249980197675198,0.303570014119657
019180,(주)티에이치엔,중견,False,비대상,289,주식회사 티에이치엔,의무,2025,3203725741.0,911722560104.0,0.0035139261450704384,5천억~1조,중견-비대상,소형·업무시간,지원비 상시,43110960.0,0.013456507668020139,0.08971005112013426,0.06407860794295304
019180,(주)티에이치엔,중견,False,비대상,289,주식회사 티에이치엔,의무,2025,3203725741.0,911722560104.0,0.0035139261450704384,5천억~1조,중견-비대상,소형·업무시간,지원비 가동시간만,18031200.0,0.0056281971235065216,0.037521314156710145,0.02680093868336439
019180,(주)티에이치엔,중견,False,비대상,289,주식회사 티에이치엔,의무,2025,3203725741.0,911722560104.0,0.0035139261450704384,5천억~1조,중견-비대상,소형·상시,지원비 상시,59830800.0,0.01867538136436255,0.12450254242908367,0.08893038744934548
019180,(주)티에이치엔,중견,False,비대상,289,주식회사 티에이치엔,의무,2025,3203725741.0,911722560104.0,0.0035139261450704384,5천억~1조,중견-비대상,소형·상시,지원비 가동시간만,59830800.0,0.01867538136436255,0.12450254242908367,0.08893038744934548
019180,(주)티에이치엔,중견,False,비대상,289,주식회사 티에이치엔,의무,2025,3203725741.0,911722560104.0,0.0035139261450704384,5천억~1조,중견-비대상,중형·업무시간,지원비 상시,76288368.0,0.02381239037527214,0.15874926916848092,0.11339233512034351
019180,(주)티에이치엔,중견,False,비대상,289,주식회사 티에이치엔,의무,2025,3203725741.0,911722560104.0,0.0035139261450704384,5천억~1조,중견-비대상,중형·업무시간,지원비 가동시간만,51208608.0,0.015984079830758523,0.10656053220505682,0.07611466586075487
019180,(주)티에이치엔,중견,False,비대상,289,주식회사 티에이치엔,의무,2025,3203725741.0,911722560104.0,0.0035139261450704384,5천억~1조,중견-비대상,중형·상시,지원비 상시,169919472.0,0.05303808307478964,0.35358722049859764,0.25256230035614113
019180,(주)티에이치엔,중견,False,비대상,289,주식회사 티에이치엔,의무,2025,3203725741.0,911722560104.0,0.0035139261450704384,5천억~1조,중견-비대상,중형·상시,지원비 가동시간만,169919472.0,0.05303808307478964,0.35358722049859764,0.25256230035614113
019180,(주)티에이치엔,중견,False,비대상,289,주식회사 티에이치엔,의무,2025,3203725741.0,911722560104.0,0.0035139261450704384,5천억~1조,중견-비대상,대형·상시,지원비 상시,270435216.0,0.08441272376691872,0.5627514917794582,0.40196535127104155
019180,(주)티에이치엔,중견,False,비대상,289,주식회사 티에이치엔,의무,2025,3203725741.0,911722560104.0,0.0035139261450704384,5천억~1조,중견-비대상,대형·상시,지원비 가동시간만,270435216.0,0.08441272376691872,0.5627514917794582,0.40196535127104155
378850,주식회사 화승알앤에이,중견,False,2차 후보(확인 필요),30399,(주)화승알앤에이,의무,2025,3024720711.0,709609401842.0,0.004262514988032074,5천억~1조,중견-2차 후보,소형·업무시간,지원비 상시,43110960.0,0.014252872948969602,0.09501915299313068,0.06787082356652192
378850,주식회사 화승알앤에이,중견,False,2차 후보(확인 필요),30399,(주)화승알앤에이,의무,2025,3024720711.0,709609401842.0,0.004262514988032074,5천억~1조,중견-2차 후보,소형·업무시간,지원비 가동시간만,18031200.0,0.005961277659264852,0.039741851061765684,0.028387036472689777
378850,주식회사 화승알앤에이,중견,False,2차 후보(확인 필요),30399,(주)화승알앤에이,의무,2025,3024720711.0,709609401842.0,0.004262514988032074,5천억~1조,중견-2차 후보,소형·상시,지원비 상시,59830800.0,0.019780603142106102,0.1318706876140407,0.09419334829574334
378850,주식회사 화승알앤에이,중견,False,2차 후보(확인 필요),30399,(주)화승알앤에이,의무,2025,3024720711.0,709609401842.0,0.004262514988032074,5천억~1조,중견-2차 후보,소형·상시,지원비 가동시간만,59830800.0,0.019780603142106102,0.1318706876140407,0.09419334829574334
378850,주식회사 화승알앤에이,중견,False,2차 후보(확인 필요),30399,(주)화승알앤에이,의무,2025,3024720711.0,709609401842.0,0.004262514988032074,5천억~1조,중견-2차 후보,중형·업무시간,지원비 상시,76288368.0,0.02522162384201693,0.16814415894677953,0.12010297067627111
378850,주식회사 화승알앤에이,중견,False,2차 후보(확인 필요),30399,(주)화승알앤에이,의무,2025,3024720711.0,709609401842.0,0.004262514988032074,5천억~1조,중견-2차 후보,중형·업무시간,지원비 가동시간만,51208608.0,0.016930028552312182,0.11286685701541455,0.08061918358243897
378850,주식회사 화승알앤에이,중견,False,2차 후보(확인 필요),30399,(주)화승알앤에이,의무,2025,3024720711.0,709609401842.0,0.004262514988032074,5천억~1조,중견-2차 후보,중형·상시,지원비 상시,169919472.0,0.056176912923581325,0.3745127528238755,0.2675091091599111
378850,주식회사 화승알앤에이,중견,False,2차 후보(확인 필요),30399,(주)화승알앤에이,의무,2025,3024720711.0,709609401842.0,0.004262514988032074,5천억~1조,중견-2차 후보,중형·상시,지원비 가동시간만,169919472.0,0.056176912923581325,0.3745127528238755,0.2675091091599111
378850,주식회사 화승알앤에이,중견,False,2차 후보(확인 필요),30399,(주)화승알앤에이,의무,2025,3024720711.0,709609401842.0,0.004262514988032074,5천억~1조,중견-2차 후보,대형·상시,지원비 상시,270435216.0,0.08940832620231957,0.5960555080154639,0.42575393429675995
378850,주식회사 화승알앤에이,중견,False,2차 후보(확인 필요),30399,(주)화승알앤에이,의무,2025,3024720711.0,709609401842.0,0.004262514988032074,5천억~1조,중견-2차 후보,대형·상시,지원비 가동시간만,270435216.0,0.08940832620231957,0.5960555080154639,0.42575393429675995
025820,이구산업(주),중견,False,비대상,24221,이구산업(주),의무,2025,396514387.0,507783563654.0,0.0007808728272862766,5천억~1조,중견-비대상,소형·업무시간,지원비 상시,43110960.0,0.10872483171714019,0.7248322114476013,0.5177372938911438
025820,이구산업(주),중견,False,비대상,24221,이구산업(주),의무,2025,396514387.0,507783563654.0,0.0007808728272862766,5천억~1조,중견-비대상,소형·업무시간,지원비 가동시간만,18031200.0,0.04547426421629438,0.3031617614419625,0.2165441153156875
025820,이구산업(주),중견,False,비대상,24221,이구산업(주),의무,2025,396514387.0,507783563654.0,0.0007808728272862766,5천억~1조,중견-비대상,소형·상시,지원비 상시,59830800.0,0.15089187671770407,1.0059458447846938,0.7185327462747813
025820,이구산업(주),중견,False,비대상,24221,이구산업(주),의무,2025,396514387.0,507783563654.0,0.0007808728272862766,5천억~1조,중견-비대상,소형·상시,지원비 가동시간만,59830800.0,0.15089187671770407,1.0059458447846938,0.7185327462747813
025820,이구산업(주),중견,False,비대상,24221,이구산업(주),의무,2025,396514387.0,507783563654.0,0.0007808728272862766,5천억~1조,중견-비대상,중형·업무시간,지원비 상시,76288368.0,0.19239747787512185,1.2826498525008123,0.9161784660720088
025820,이구산업(주),중견,False,비대상,24221,이구산업(주),의무,2025,396514387.0,507783563654.0,0.0007808728272862766,5천억~1조,중견-비대상,중형·업무시간,지원비 가동시간만,51208608.0,0.12914691037427603,0.8609794024951736,0.6149852874965526
025820,이구산업(주),중견,False,비대상,24221,이구산업(주),의무,2025,396514387.0,507783563654.0,0.0007808728272862766,5천억~1조,중견-비대상,중형·상시,지원비 상시,169919472.0,0.42853292987827957,2.8568861991885304,2.040632999420379
025820,이구산업(주),중견,False,비대상,24221,이구산업(주),의무,2025,396514387.0,507783563654.0,0.0007808728272862766,5천억~1조,중견-비대상,중형·상시,지원비 가동시간만,169919472.0,0.42853292987827957,2.8568861991885304,2.040632999420379
025820,이구산업(주),중견,False,비대상,24221,이구산업(주),의무,2025,396514387.0,507783563654.0,0.0007808728272862766,5천억~1조,중견-비대상,대형·상시,지원비 상시,270435216.0,0.6820312827640224,4.546875218426816,3.2477680131620117
025820,이구산업(주),중견,False,비대상,24221,이구산업(주),의무,2025,396514387.0,507783563654.0,0.0007808728272862766,5천억~1조,중견-비대상,대형·상시,지원비 가동시간만,270435216.0,0.6820312827640224,4.546875218426816,3.2477680131620117
002920,유성기업(주),중견,False,2차 후보(확인 필요),303,유성기업,의무,2025,958450666.0,303146324924.0,0.003161676679538462,3천억~5천억,중견-2차 후보,소형·업무시간,지원비 상시,43110960.0,0.04497984249926955,0.29986561666179695,0.21418972618699786
002920,유성기업(주),중견,False,2차 후보(확인 필요),303,유성기업,의무,2025,958450666.0,303146324924.0,0.003161676679538462,3천억~5천억,중견-2차 후보,소형·업무시간,지원비 가동시간만,18031200.0,0.018812861881823763,0.12541907921215842,0.08958505658011318
002920,유성기업(주),중견,False,2차 후보(확인 필요),303,유성기업,의무,2025,958450666.0,303146324924.0,0.003161676679538462,3천억~5천억,중견-2차 후보,소형·상시,지원비 상시,59830800.0,0.0624244962442334,0.4161633082948893,0.29725950592492095
002920,유성기업(주),중견,False,2차 후보(확인 필요),303,유성기업,의무,2025,958450666.0,303146324924.0,0.003161676679538462,3천억~5천억,중견-2차 후보,소형·상시,지원비 가동시간만,59830800.0,0.0624244962442334,0.4161633082948893,0.29725950592492095
002920,유성기업(주),중견,False,2차 후보(확인 필요),303,유성기업,의무,2025,958450666.0,303146324924.0,0.003161676679538462,3천억~5천억,중견-2차 후보,중형·업무시간,지원비 상시,76288368.0,0.07959550836182527,0.5306367224121684,0.3790262302944061
002920,유성기업(주),중견,False,2차 후보(확인 필요),303,유성기업,의무,2025,958450666.0,303146324924.0,0.003161676679538462,3천억~5천억,중견-2차 후보,중형·업무시간,지원비 가동시간만,51208608.0,0.05342852774437949,0.3561901849625299,0.2544215606875214
002920,유성기업(주),중견,False,2차 후보(확인 필요),303,유성기업,의무,2025,958450666.0,303146324924.0,0.003161676679538462,3천억~5천억,중견-2차 후보,중형·상시,지원비 상시,169919472.0,0.17728556933362286,1.1819037955574856,0.8442169968267755
002920,유성기업(주),중견,False,2차 후보(확인 필요),303,유성기업,의무,2025,958450666.0,303146324924.0,0.003161676679538462,3천억~5천억,중견-2차 후보,중형·상시,지원비 가동시간만,169919472.0,0.17728556933362286,1.1819037955574856,0.8442169968267755
002920,유성기업(주),중견,False,2차 후보(확인 필요),303,유성기업,의무,2025,958450666.0,303146324924.0,0.003161676679538462,3천억~5천억,중견-2차 후보,대형·상시,지원비 상시,270435216.0,0.28215872302393497,1.8810581534928996,1.3436129667806427
002920,유성기업(주),중견,False,2차 후보(확인 필요),303,유성기업,의무,2025,958450666.0,303146324924.0,0.003161676679538462,3천억~5천억,중견-2차 후보,대형·상시,지원비 가동시간만,270435216.0,0.28215872302393497,1.8810581534928996,1.3436129667806427
007810,(주)코리아써키트,대기업,False,비대상,2622,(주) 코리아써키트,의무,2025,6129483948.0,862984261270.0,0.007102660179433193,5천억~1조,대기업,소형·업무시간,지원비 상시,43110960.0,0.007033375136591516,0.04688916757727677,0.033492262555197695
007810,(주)코리아써키트,대기업,False,비대상,2622,(주) 코리아써키트,의무,2025,6129483948.0,862984261270.0,0.007102660179433193,5천억~1조,대기업,소형·업무시간,지원비 가동시간만,18031200.0,0.0029417158365972118,0.01961143891064808,0.014008170650462913
007810,(주)코리아써키트,대기업,False,비대상,2622,(주) 코리아써키트,의무,2025,6129483948.0,862984261270.0,0.007102660179433193,5천억~1조,대기업,소형·상시,지원비 상시,59830800.0,0.009761148003254384,0.0650743200216959,0.046481657158354214
007810,(주)코리아써키트,대기업,False,비대상,2622,(주) 코리아써키트,의무,2025,6129483948.0,862984261270.0,0.007102660179433193,5천억~1조,대기업,소형·상시,지원비 가동시간만,59830800.0,0.009761148003254384,0.0650743200216959,0.046481657158354214
007810,(주)코리아써키트,대기업,False,비대상,2622,(주) 코리아써키트,의무,2025,6129483948.0,862984261270.0,0.007102660179433193,5천억~1조,대기업,중형·업무시간,지원비 상시,76288368.0,0.012446132275930385,0.08297421517286924,0.05926729655204945
007810,(주)코리아써키트,대기업,False,비대상,2622,(주) 코리아써키트,의무,2025,6129483948.0,862984261270.0,0.007102660179433193,5천억~1조,대기업,중형·업무시간,지원비 가동시간만,51208608.0,0.008354472975936082,0.055696486506240546,0.03978320464731468
007810,(주)코리아써키트,대기업,False,비대상,2622,(주) 코리아써키트,의무,2025,6129483948.0,862984261270.0,0.007102660179433193,5천억~1조,대기업,중형·상시,지원비 상시,169919472.0,0.02772166032924245,0.18481106886161636,0.13200790632972598
