stock_code,corp_name,induty_code,wave_group,wave_group_final,report_ok,kw_CBAM,kw_배터리여권,kw_기어박스,kw_휠,kw_현가장치,kw_라디에이터,kw_유럽
001540,안국약품(주),212,비대상,비대상,True,0,0,0,0,0,0,0
372910,주식회사 한컴라이프케어,27199,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,1,0,0,2
009300,삼아제약(주),212,비대상,비대상,True,0,0,0,0,0,0,1
002800,신신제약(주),212,비대상,비대상,True,0,0,0,0,0,0,2
012790,신일제약(주),212,비대상,비대상,True,0,0,0,0,0,0,0
000220,(주)유유제약,212,비대상,비대상,True,0,0,0,0,0,0,7
033270,한국유나이티드제약(주),212,비대상,비대상,True,0,0,0,0,0,0,2
002390,(주)한독,212,비대상,비대상,True,0,0,0,0,0,0,6
005720,(주)넥센,221,비대상,비대상,True,0,0,0,3,0,0,32
137310,에스디바이오센서(주),27112,비대상,비대상,True,0,0,0,0,0,0,7
004710,한솔테크닉스(주),26299,비대상,비대상,True,0,0,0,0,0,0,7
004310,현대약품(주),212,비대상,비대상,True,0,0,0,0,0,0,2
016580,환인제약(주),212,비대상,비대상,True,0,0,0,0,0,0,0
067080,대화제약(주),212,비대상,비대상,True,0,0,0,0,0,0,41
053030,(주)바이넥스,212,비대상,비대상,True,0,0,0,0,0,0,2
330350,위더스제약(주),212,비대상,비대상,True,0,0,0,0,0,0,0
185750,(주)종근당,212,비대상,비대상,True,0,0,0,0,0,0,10
195940,에이치케이이노엔 주식회사,212,비대상,비대상,True,0,0,0,0,0,0,3
008830,대동기어(주),292,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,13,0,0,0,1
046890,서울반도체(주),2612,비대상,비대상,True,0,0,0,0,0,0,9
023160,(주)태광,2413,1차(2027),1차(2027),True,0,0,0,0,0,0,8
092220,(주)케이이씨,2612,비대상,비대상,True,0,0,0,0,0,0,0
192820,코스맥스(주),20423,비대상,비대상,True,0,0,0,0,0,0,3
092190,서울바이오시스(주),2612,비대상,비대상,True,0,0,0,0,0,0,2
066700,(주)테라젠이텍스,212,비대상,비대상,True,0,0,0,0,0,0,1
014580,(주)태경비케이,23312,비대상,비대상,True,0,0,0,0,0,0,0
365340,성일하이텍 주식회사,201,비대상,비대상,True,0,3,0,0,0,0,13
009780,(주)엠에스씨,108,비대상,비대상,True,0,0,0,0,0,0,0
004090,한국석유공업(주),23999,비대상,비대상,True,0,0,0,0,0,0,4
006110,삼아알미늄(주),24222,1차(2027),1차(2027),True,0,0,0,0,0,0,6
025000,KPX케미칼(주),20119,비대상,비대상,True,0,0,0,0,0,0,1
096530,(주)씨젠,2130,비대상,비대상,True,0,0,0,0,0,0,24
000850,화천기공(주),29223,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,19
190510,(주)나무가,262,비대상,비대상,True,0,0,0,0,0,0,0
002240,고려제강(주),2411,1차(2027),1차(2027),True,1,0,0,0,0,0,7
016090,(주)대현,14112,비대상,비대상,True,0,0,0,0,0,0,0
033240,자화전자(주),26292,비대상,비대상,True,0,0,0,0,0,0,4
131290,(주)티에스이,27212,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,2
134790,(주)시디즈,32029,비대상,비대상,True,0,0,0,0,0,0,17
109610,에스와이(주),25112,1차(2027),1차(2027),True,0,0,0,0,0,0,1
015710,(주)코콤,26410,비대상,비대상,True,0,0,0,0,6,0,6
041650,상신브레이크(주),303,2차 후보(확인 필요),"2차(2028, 제품명 확인)",True,0,0,0,5,1,0,4
272290,(주)이녹스첨단소재,2629,비대상,비대상,True,0,0,0,0,0,0,0
445180,(주)퓨릿,20119,비대상,비대상,True,0,0,0,0,0,0,0
336680,(주)탑런토탈솔루션,262,비대상,비대상,True,0,0,0,0,0,0,1
000020,동화약품(주),212,비대상,비대상,True,0,0,0,0,0,0,0
160980,(주)싸이맥스,29271,비대상,비대상,True,0,0,1,0,0,0,7
459550,(주)알트,264,비대상,비대상,True,0,0,0,0,0,0,0
095610,(주)테스,29271,비대상,비대상,True,0,0,0,0,0,0,6
263690,(주)디알젬,27111,비대상,비대상,True,0,0,0,0,0,0,2
103840,(주)우양,103,비대상,비대상,True,0,0,0,0,0,0,1
000860,강남제비스코(주),20411,비대상,비대상,True,0,0,0,0,0,0,0
016590,신대양제지(주),172,비대상,비대상,True,0,0,0,0,0,0,0
097780,에코볼트(주),303,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,0
024900,디와이덕양(주),303,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,1
069260,티케이지휴켐스(주),2049,비대상,비대상,True,0,0,0,0,0,0,0
228850,(주)레이언스,27111,비대상,비대상,True,0,0,0,0,0,0,5
110790,(주)크리스에프앤씨,1419,비대상,비대상,True,0,0,0,0,0,0,6
011280,태림포장(주),1721,비대상,비대상,True,0,0,0,0,0,0,0
101160,(주)월덱스,262,비대상,비대상,True,0,0,0,0,0,0,2
003830,대한화섬(주),20501,비대상,비대상,True,0,0,0,0,0,0,3
039240,경남스틸(주),24199,1차(2027),1차(2027),True,0,0,0,0,0,0,0
336370,솔루스첨단소재 주식회사,26299,비대상,비대상,True,0,0,0,0,0,0,30
067290,제이더블유신약(주),212,비대상,비대상,True,0,0,0,0,0,0,1
005680,삼영전자공업(주),26291,비대상,비대상,True,0,0,0,0,0,0,0
007160,사조산업(주),102,비대상,비대상,True,0,0,0,0,0,0,1
036220,(주)오상헬스케어,271,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,16
071670,에이테크솔루션(주),29293,비대상,비대상,True,0,0,0,0,0,0,1
084850,(주)아이티엠반도체,2629,비대상,비대상,True,0,0,0,0,0,0,1
081150,(주)티플랙스,242,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,0
016380,KG스틸(주),24122,1차(2027),1차(2027),True,0,0,0,0,0,0,6
078150,(주)에이치비테크놀러지,29272,비대상,비대상,True,0,0,0,0,0,0,3
033530,에스제이지세종(주),303,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,18
010690,(주)화신,30391,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,0
086670,(주)비엠티,29133,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,0
102710,(주)이엔에프테크놀로지,2049,비대상,비대상,True,0,0,0,0,0,0,3
062040,산일전기(주),28112,2차(2028),2차(2028),True,0,0,0,0,0,0,16
079960,동양이엔피(주),2811,2차(2028),2차(2028),True,0,0,0,0,0,0,4
357580,주식회사 아모센스,262,비대상,비대상,True,0,0,0,0,0,0,9
007820,(주)엠엑스로보틱스,29169,2차(2028),2차(2028),True,0,0,0,1,0,0,0
039010,현대에이치티(주),26410,비대상,비대상,True,0,0,0,0,0,0,1
083420,그린케미칼(주),20421,비대상,비대상,True,0,0,0,0,0,0,0
003850,(주)보령,212,비대상,비대상,True,0,0,0,0,0,0,6
000910,(주)유니온,23311,1차(2027),1차(2027),True,0,0,0,0,1,0,3
198940,한주라이트메탈(주),24212,1차(2027),1차(2027),True,0,0,5,2,4,0,11
104700,한국철강(주),2411,1차(2027),1차(2027),True,0,0,0,0,0,0,1
307750,(주)국전,212,비대상,비대상,True,0,0,0,0,0,0,3
005420,코스모화학(주),2049,비대상,비대상,True,0,0,0,0,0,0,4
092780,디와이피(주),301,2차 후보(확인 필요),"2차(2028, 제품명 확인)",True,0,0,1,0,0,0,2
457190,주식회사 이수스페셜티케미컬,20111,비대상,비대상,True,0,0,0,0,0,0,8
001340,피케이씨(주),20131,비대상,비대상,True,0,0,0,0,0,0,2
007980,티피(주),141,비대상,비대상,True,0,0,0,0,0,0,5
213500,한솔제지(주),171,비대상,비대상,True,0,0,0,0,0,0,14
272550,주식회사 삼양패키징,22232,비대상,비대상,True,0,0,0,0,0,0,1
100840,SNT에너지(주),29176,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,12
085670,(주)뉴프렉스,2622,비대상,비대상,True,0,0,0,0,0,0,0
271560,(주)오리온,108,비대상,비대상,True,0,0,0,0,0,0,0
084010,대한제강(주),2411,1차(2027),1차(2027),True,0,0,0,0,0,0,0
005070,코스모신소재(주),204,비대상,비대상,True,0,0,0,0,0,0,3
101490,(주)에스앤에스텍,2629,비대상,비대상,True,0,0,0,0,0,0,1
019540,(주)일지테크,303,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,0
047810,한국항공우주산업(주),31311,비대상,비대상,True,0,0,2,0,0,0,26
064760,(주)티씨케이,23999,비대상,비대상,True,0,0,0,0,0,0,0
480370,(주)씨케이솔루션,29172,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,6
234690,(주)녹십자웰빙,212,비대상,비대상,True,0,0,0,0,0,0,1
131030,(주)옵투스제약,212,비대상,비대상,True,0,0,0,0,0,0,8
483650,(주)달바글로벌,20423,비대상,비대상,True,0,0,0,0,0,0,4
103590,일진전기(주),2830,2차(2028),2차(2028),True,0,0,0,0,0,0,13
268280,미원스페셜티케미칼(주),201,비대상,비대상,True,0,0,0,0,0,0,1
125020,티씨머티리얼즈(주),283,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,0
011690,(주)와이투솔루션,2611,비대상,비대상,True,0,0,0,0,0,0,11
016800,(주)퍼시스,32029,비대상,비대상,True,0,0,0,0,0,0,0
053080,케이엔솔(주),291,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,3
214450,(주)파마리서치,213,비대상,비대상,True,0,0,0,0,0,0,6
450080,주식회사 에코프로머티리얼즈,28202,비대상,비대상,True,0,0,0,0,0,0,4
007570,일양약품(주),212,비대상,비대상,True,0,0,0,0,0,0,4
002900,주식회사 티와이엠,29210,2차(2028),2차(2028),True,0,0,0,0,0,0,15
011320,(주)유니크,303,2차 후보(확인 필요),"2차(2028, 제품명 확인)",True,0,0,4,0,0,0,1
003240,태광산업(주),20501,비대상,비대상,True,2,0,0,0,0,0,2
059090,(주)미코,261,비대상,비대상,True,0,0,0,0,0,0,5
078520,(주)에이블씨엔씨,20423,비대상,비대상,True,0,0,0,0,0,0,11
004380,삼익THK(주),29141,비대상,비대상,True,0,0,1,0,0,0,6
001060,JW중외제약(주),212,비대상,비대상,True,0,0,0,0,0,0,0
024840,케이비아이메탈(주),242,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,1
007460,(주)에이프로젠,212,비대상,비대상,True,0,0,0,0,0,0,58
098070,(주)한텍,251,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,0
008970,케이비아이동양철관(주),2413,1차(2027),1차(2027),True,0,0,0,0,0,0,7
005610,(주)삼립,108,비대상,비대상,True,0,0,0,0,0,0,0
006280,(주)녹십자,212,비대상,비대상,True,0,0,0,0,0,0,15
003620,케이지모빌리티(주),301,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,16
085660,(주)차바이오텍,211,비대상,비대상,True,0,0,0,0,0,0,8
003920,남양유업(주),104,비대상,비대상,True,0,0,0,0,0,0,1
212560,(주)네오오토,303,2차 후보(확인 필요),"2차(2028, 제품명 확인)",True,0,0,156,1,0,0,0
217820,(주)원익피앤이,292,2차 후보(확인 필요),2차 후보(확인 필요),True,0,1,0,0,0,0,21
033920,(주)무학,11122,비대상,비대상,True,0,0,0,0,0,0,2
153490,우리이앤엘하루틴(주),2612,비대상,비대상,True,0,0,0,0,0,0,0
002820,(주)선앤엘,22232,비대상,비대상,True,0,0,0,0,0,0,2
372170,주식회사 윤성에프앤씨,292,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,17
011500,(주)한농화성,20421,비대상,비대상,True,0,0,0,0,0,0,0
007310,(주)오뚜기,108,비대상,비대상,True,0,0,0,0,0,0,3
079550,엘아이지디펜스앤에어로스페이스(주),25200,비대상,비대상,True,0,0,0,0,0,0,5
073490,(주)엘아이지아큐버,2642,비대상,비대상,True,0,0,0,0,0,0,5
069730,DSR제강(주),24123,1차(2027),1차(2027),True,0,0,0,0,0,0,7
079370,(주)제우스,29271,비대상,비대상,True,0,0,1,0,0,0,0
234030,(주)싸이닉솔루션,26112,비대상,비대상,True,0,0,0,0,0,0,5
005180,(주)빙그레,104,비대상,비대상,True,0,0,0,0,0,0,1
002100,(주)경농,2032,비대상,비대상,True,0,0,0,0,0,0,0
041930,SY동아(주),2219,비대상,비대상,True,0,0,0,0,0,0,1
357780,솔브레인 주식회사,204,비대상,비대상,True,0,0,0,0,0,0,4
024910,경창산업(주),30331,2차 후보(확인 필요),"2차(2028, 제품명 확인)",True,0,0,13,0,0,0,0
078350,한양디지텍(주),2611,비대상,비대상,True,0,0,0,0,0,0,4
102260,(주)동성케미컬,20202,비대상,비대상,True,0,0,0,2,0,0,3
084370,(주)유진테크,29271,비대상,비대상,True,0,0,0,0,0,0,0
066970,(주)엘앤에프,28202,비대상,비대상,True,0,0,0,0,0,0,0
178320,(주)서진시스템,289,비대상,비대상,True,0,0,0,0,0,0,2
001130,대한제분(주),105,비대상,비대상,True,0,0,0,0,0,0,0
017960,(주)한국카본,2512,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,1,0,0,10
008730,율촌화학(주),22231,비대상,비대상,True,0,0,0,0,0,0,1
259630,(주)엠플러스,292,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,11
005710,대원산업(주),303,2차 후보(확인 필요),"2차(2028, 제품명 확인)",True,0,0,1,0,1,0,2
004370,(주)농심,108,비대상,비대상,True,0,0,0,0,0,0,17
230240,(주)에치에프알,264,비대상,비대상,True,0,0,0,0,0,0,1
003060,(주)에이프로젠바이오로직스,212,비대상,비대상,True,0,0,0,0,0,0,5
079900,전진건설로봇(주),292,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,4
006340,대원전선(주),28302,2차(2028),2차(2028),True,0,0,0,90,0,0,2
066590,(주)스모트로닉,303,2차 후보(확인 필요),"2차(2028, 제품명 확인)",True,0,0,3,0,1,0,3
092790,넥스틸(주),2419,1차(2027),1차(2027),True,0,0,0,0,0,0,1
054950,(주)제이브이엠,29192,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,11
002140,고려산업(주),10520,비대상,비대상,True,0,0,0,0,0,0,0
000890,보해양조(주),11122,비대상,비대상,True,0,0,0,0,0,0,0
000080,하이트진로(주),11122,비대상,비대상,True,0,0,0,0,0,0,0
075580,(주)세진중공업,31114,비대상,비대상,True,0,0,0,0,0,0,1
214420,(주)토니모리,20423,비대상,비대상,True,0,0,0,0,0,0,6
080220,(주)제주반도체,2611,비대상,비대상,True,0,0,0,0,0,0,8
014680,(주)한솔케미칼,20129,비대상,비대상,True,0,0,0,0,0,0,0
099440,(주) 스맥,29221,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,2,0,0,15
237880,(주)클리오,20423,비대상,비대상,True,0,0,0,0,0,0,6
014990,(주)인디에프,14112,비대상,비대상,True,0,0,0,0,0,0,1
352480,(주)씨앤씨인터내셔널,20423,비대상,비대상,True,0,0,0,0,0,0,13
024090,디씨엠(주),2419,1차(2027),1차(2027),True,0,0,0,0,0,0,3
007370,진양제약(주),212,비대상,비대상,True,0,0,0,0,0,0,1
353810,(주)이지바이오,109,비대상,비대상,True,0,0,0,0,0,0,3
281820,(주)케이씨텍,272,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,0
137950,제이씨케미칼(주),2049,비대상,비대상,True,0,0,0,0,0,0,19
004890,동일산업(주),24113,1차(2027),1차(2027),True,0,0,1,0,0,0,1
122350,(주)삼기,303,2차 후보(확인 필요),"2차(2028, 제품명 확인)",True,0,0,31,0,0,0,15
002350,넥센타이어(주),221,비대상,비대상,True,0,0,0,3,0,0,46
317450,명인제약(주),21212,비대상,비대상,True,0,0,0,0,0,0,1
213420,덕산네오룩스(주),262,비대상,비대상,True,0,0,0,0,0,0,0
232140,(주)와이씨,292,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,0
047400,유니온머티리얼(주),23222,비대상,비대상,True,0,0,0,0,0,0,9
145990,(주)삼양사,108,비대상,비대상,True,0,0,0,0,0,0,6
204320,에이치엘만도(주),303,2차 후보(확인 필요),"2차(2028, 제품명 확인)",True,0,0,0,0,25,0,19
192440,(주)슈피겐코리아,339,비대상,비대상,True,0,0,0,0,0,0,14
007660,(주)이수페타시스,2622,비대상,비대상,True,0,0,0,0,0,0,0
032300,(주)한국파마,212,비대상,비대상,True,0,0,0,0,0,0,2
023800,인지컨트롤스(주),30310,2차 후보(확인 필요),"2차(2028, 제품명 확인)",True,0,0,2,0,0,1,18
001020,페이퍼코리아(주),171,비대상,비대상,True,0,0,0,0,0,0,9
049630,재영솔루텍(주),27309,비대상,비대상,True,0,0,0,0,0,0,0
090350,(주)노루페인트,20411,비대상,비대상,True,0,0,0,0,0,0,1
067570,엔브이에이치코리아(주),30320,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,3
143210,핸즈코퍼레이션(주),303,2차 후보(확인 필요),"2차(2028, 제품명 확인)",True,0,0,5,146,3,0,7
024830,(주)세원물산,303,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,0
007280,(주)한국특강,24121,1차(2027),1차(2027),True,0,0,0,0,0,0,0
021050,(주)서원,243,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,1
004720,(주)팜젠사이언스,212,비대상,비대상,True,0,0,0,0,0,0,2
017550,(주)수산세보틱스,29241,2차(2028),2차(2028),True,0,0,0,0,0,0,7
484590,주식회사 삼양컴텍,25200,비대상,비대상,True,0,0,0,0,0,0,4
024880,(주)케이피에프,259,1차(2027),1차(2027),True,6,0,4,1,0,0,14
140860,(주)파크시스템스,27219,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,13
083650,비에이치아이주식회사,29176,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,2
105630,한세실업(주),14199,비대상,비대상,True,0,0,0,0,0,0,4
012800,(주)대창,24221,비대상,비대상,True,0,0,0,0,0,0,3
038110,에코플라스틱(주),30320,2차 후보(확인 필요),"2차(2028, 제품명 확인)",True,0,0,0,9,0,2,2
010780,아이에스동서(주),2332,비대상,비대상,True,0,0,0,0,0,0,5
002710,(주)TCC스틸,24191,1차(2027),1차(2027),True,0,0,0,0,0,0,22
037230,(주)한국팩키지,17223,비대상,비대상,True,0,0,0,0,0,0,0
036690,(주)코맥스,2642,비대상,비대상,True,0,0,0,0,0,0,9
033640,(주)네패스,261,비대상,비대상,True,0,0,0,0,0,0,0
014820,동원시스템즈(주),222,비대상,비대상,True,0,0,0,0,0,0,4
027970,한국제지(주),171,비대상,비대상,True,0,0,0,0,0,0,6
100590,(주)머큐리,2642,비대상,비대상,True,0,0,0,0,0,0,3
018250,애경산업(주),20422,비대상,비대상,True,0,0,0,0,0,0,5
151860,케이지에코솔루션(주),302,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,12
006090,(주)사조오양,102,비대상,비대상,True,0,0,0,0,0,0,3
008250,이건산업(주),16211,비대상,비대상,True,0,0,0,0,0,0,5
109670,씨싸이트(주),14199,비대상,비대상,True,0,0,0,0,0,0,0
004490,세방전지(주),28202,비대상,비대상,True,0,0,0,0,0,0,0
019170,신풍제약(주),212,비대상,비대상,True,0,0,0,0,0,0,12
066360,(주)체리부로,10121,비대상,비대상,True,0,0,0,0,0,0,1
091120,(주)이엠텍,262,비대상,비대상,True,0,0,0,0,0,0,0
009420,한올바이오파마(주),212,비대상,비대상,True,0,0,0,0,0,0,21
036540,(주)에스에프에이반도체,2611,비대상,비대상,True,0,0,0,0,0,0,0
098460,(주)고영테크놀러지,29271,비대상,비대상,True,0,0,0,0,0,0,18
300720,한일시멘트(주),23311,1차(2027),1차(2027),True,0,0,0,0,0,0,1
142280,(주)녹십자엠에스,213,비대상,비대상,True,0,0,0,0,0,0,11
249420,일동제약(주),212,비대상,비대상,True,0,0,0,0,0,0,0
105330,(주)케이엔더블유,303,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,2
000250,삼천당제약(주),212,비대상,비대상,True,0,0,0,0,0,0,77
003650,미창석유공업(주),19221,비대상,비대상,True,0,0,0,0,0,0,0
002720,국제약품(주),212,비대상,비대상,True,0,0,0,0,0,0,0
061250,화일약품(주),212,비대상,비대상,True,0,0,0,0,0,0,0
025750,(주)한솔홈데코,161,비대상,비대상,True,0,0,0,0,0,0,3
018680,(주)서울제약,2121,비대상,비대상,True,0,0,0,0,0,0,3
247540,(주)에코프로비엠,28202,비대상,비대상,True,0,0,0,0,0,0,7
052420,오성첨단소재(주),222,비대상,비대상,True,0,0,0,0,0,0,2
044340,(주)위닉스,28519,2차(2028),2차(2028),True,0,0,0,1,0,0,22
061970,엘비세미콘(주),2612,비대상,비대상,True,0,0,0,0,0,0,1
319660,피에스케이 주식회사,29271,비대상,비대상,True,0,0,0,0,0,0,3
068240,(주)다원시스,2811,2차(2028),2차(2028),True,0,0,0,0,0,0,0
003230,삼양식품(주),108,비대상,비대상,True,0,0,0,0,0,0,34
145170,(주)노브랜드,14300,비대상,비대상,True,0,0,0,0,0,0,12
003570,SNT다이내믹스(주),30331,2차 후보(확인 필요),"2차(2028, 제품명 확인)",True,0,0,26,0,0,0,25
095500,미래나노텍(주),2229,비대상,비대상,True,0,0,0,0,0,0,5
002210,동성제약(주),212,비대상,비대상,True,0,0,0,0,0,0,0
200130,콜마비앤에이치(주),211,비대상,비대상,True,0,0,0,0,0,0,1
054210,(주)이랜텍,262,비대상,비대상,True,0,0,0,0,0,0,0
439260,대한조선 주식회사,3111,비대상,비대상,True,0,0,0,0,0,0,194
388210,주식회사 씨엠티엑스,26299,비대상,비대상,True,0,0,0,0,0,0,0
060590,(주)씨티씨바이오,212,비대상,비대상,True,0,0,0,0,0,0,0
0120G0,(주)삼양바이오팜,212,비대상,비대상,True,0,0,0,0,0,0,1
069510,에스텍(주),26529,비대상,비대상,True,0,0,0,0,0,0,1
049070,인탑스(주),2642,비대상,비대상,True,0,0,0,0,0,0,8
308170,(주)씨티알모빌리티,303,2차 후보(확인 필요),"2차(2028, 제품명 확인)",True,0,0,16,0,27,0,0
007590,(주)동방아그로,2032,비대상,비대상,True,0,0,0,0,0,0,0
290120,(주)디에이치오토리드,30399,2차 후보(확인 필요),"2차(2028, 제품명 확인)",True,0,0,3,9,3,2,6
065680,(주)우주일렉트로닉스,2629,비대상,비대상,True,0,0,0,0,0,0,0
056190,(주)에스에프에이,292,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,1,0,0,0,0
000490,(주)대동,29210,2차(2028),2차(2028),True,0,0,3,0,5,0,34
005290,(주)동진쎄미켐,20129,비대상,비대상,True,0,0,0,0,0,0,0
208710,(주)포톤,262,비대상,비대상,True,0,0,0,0,0,0,0
001070,대한방직(주),132,비대상,비대상,True,0,0,0,0,0,0,4
222080,(주)에스에프에이넥셀,292,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,9
403870,주식회사 에이치피에스피,29271,비대상,비대상,True,0,0,0,0,0,0,3
000390,에스피삼화(주),20411,비대상,비대상,True,0,0,0,0,0,0,3
025440,(주)디에이치오토웨어,265,비대상,비대상,True,0,0,0,0,0,0,8
005860,한일사료(주),109,비대상,비대상,True,0,0,0,0,0,0,1
019210,(주)와이지-원,25934,비대상,비대상,True,0,0,0,0,0,0,14
118990,모트렉스 주식회사,303,2차 후보(확인 필요),"2차(2028, 제품명 확인)",True,0,0,0,5,0,0,5
009290,광동제약(주),21220,비대상,비대상,True,0,0,0,0,0,0,4
217590,(주)티엠씨,2830,2차(2028),2차(2028),True,0,0,0,0,0,0,10
102120,어보브반도체(주),2612,비대상,비대상,True,0,0,0,0,0,0,3
015590,디케이엠이(주),29176,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,13
260660,알리코제약(주),213,비대상,비대상,True,0,0,0,0,0,0,0
036930,주성엔지니어링(주),29229,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,10
065060,(주)지엔코,141,비대상,비대상,True,0,0,2,0,0,0,5
036670,(주)삼양케이씨아이,20421,비대상,비대상,True,0,0,0,0,0,0,0
069460,(주)대호에이엘,24222,1차(2027),1차(2027),True,0,0,0,0,0,0,6
198080,(주)캐프,26224,비대상,비대상,True,0,0,0,0,0,0,17
061090,(주)세나테크놀로지,26429,비대상,비대상,True,0,0,0,0,0,0,7
282880,(주)코윈로보틱스,292,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,1,0,0,7
103140,(주)풍산,242,비대상,비대상,True,0,0,0,0,0,1,1
068790,(주)디엠에스,292,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,0
240550,(주)동방메디컬,271,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,2
009320,아진전자부품(주),303,2차 후보(확인 필요),"2차(2028, 제품명 확인)",True,0,0,1,0,1,0,1
024120,KB오토시스(주),303,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,1
090410,(주)덕신이피씨,25112,1차(2027),1차(2027),True,0,0,0,0,0,0,2
084680,(주)이월드,331,비대상,비대상,True,0,0,0,0,0,0,1
001520,(주)동양,23322,비대상,비대상,True,0,0,0,0,0,0,0
214150,(주)클래시스,271,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,7
002840,미원상사(주),204,비대상,비대상,True,0,0,0,0,0,0,5
029460,(주)케이씨,27216,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,0
066900,(주)디에이피,2622,비대상,비대상,True,0,0,0,0,0,0,3
018500,동원모빌리티(주),303,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,7
001460,(주)BYC,14120,비대상,비대상,True,0,0,0,0,0,0,0
192650,(주)드림텍,2629,비대상,비대상,True,0,0,0,0,0,0,0
009460,(주)한창제지,171,비대상,비대상,True,0,0,0,0,0,0,0
009190,(주)대양금속,24122,1차(2027),1차(2027),True,0,0,0,0,0,0,5
004440,(주)삼일씨엔에스,23325,비대상,비대상,True,0,0,0,0,0,0,4
005870,(주)휴니드테크놀러지스,2642,비대상,비대상,True,0,0,0,0,0,0,5
051360,(주)토비스,265,비대상,비대상,True,0,0,0,0,0,0,0
128660,(주)피제이메탈,2429,비대상,비대상,True,0,0,0,0,0,0,0
267980,매일유업 주식회사,104,비대상,비대상,True,0,0,0,0,0,0,0
016790,현대사료(주),109,비대상,비대상,True,0,0,1,0,0,0,0
001080,만호제강(주),24123,1차(2027),1차(2027),True,0,0,0,0,0,0,0
121800,(주)비덴트,26421,비대상,비대상,True,0,0,0,0,0,0,6
314140,(주)알피바이오,212,비대상,비대상,True,0,0,0,0,0,0,0
073240,금호타이어(주),221,비대상,비대상,True,0,0,0,0,0,0,15
053700,삼보모터스(주),303,2차 후보(확인 필요),"2차(2028, 제품명 확인)",True,0,0,7,0,0,0,4
194700,(주)노바렉스,108,비대상,비대상,True,0,0,0,0,0,0,0
053260,금강철강(주),2419,1차(2027),1차(2027),True,0,0,0,0,0,0,0
016740,(주)두올,303,2차 후보(확인 필요),2차 후보(확인 필요),True,0,0,0,0,0,0,15
028300,에이치엘비(주),213,비대상,비대상,True,0,0,0,0,0,0,34
079980,(주)휴비스,20501,비대상,비대상,True,0,0,0,0,0,0,8
248070,주식회사 솔루엠,2629,비대상,비대상,True,0,0,0,0,0,0,8
