corp_code,corp_name,stock_code,corp_cls,induty_code,jurir_no,bizr_no,est_dt,acc_mt,adres,bsns_year,rcept_no,cfs_rev_t,cfs_rev_t1,cfs_rev_t2,cfs_assets_t,cfs_rev_3y_avg,ofs_rev_t,ofs_rev_t1,ofs_rev_t2,ofs_assets_t,ofs_rev_3y_avg,rev_source
00122551,(주)백산,035150,Y,22214,1147110003729,1338123001,19861006,12,경기도 시흥시 공단1대로27번길 47,2025,20260319000754,504921990788.0,496957597172.0,417721809967.0,446657454582.0,473200465976.0,271375977154.0,258284843069.0,214084676475.0,313159160832.0,247915165566.0,주요계정
00139205,안국약품(주),001540,K,212,1101110026420,1188104188,19590212,12,경기도 과천시 과천대로7길 12 (갈현동) 프리즘스퀘어2 A동,2025,20260318000992,306873904373.0,271115916678.0,233675500767.0,310952617469.0,270555107273.0,293315716919.0,259460893267.0,220890271180.0,295953527332.0,257888960455.0,주요계정
00534598,주식회사 한컴라이프케어,372910,Y,27199,1345110021549,1358121955,19711221,12,경기도 용인시 처인구 양지면 중부대로1960번길 53,2025,20260317000861,92088469654.0,104776425927.0,112779715327.0,203628184111.0,103214870303.0,87677787640.0,102966682552.0,107072101822.0,207072385753.0,99238857338.0,주요계정
00123718,부광약품(주),003000,Y,212,1101110030405,1188100450,19601017,12,서울특별시 동작구  대방동1길 47,2025,20260316001273,200714183691.0,160086870107.0,125928240771.0,476294610331.0,162243098190.0,167276051115.0,157607296114.0,125176189725.0,468028864394.0,150019845651.0,주요계정
00126414,삼성제약(주),001360,Y,212,1101110032568,2078100726,19290815,12,경기도 화성시 향남읍 제약공단4길 10 -,2025,20260318001547,,,,,,46074379551.0,44294231025.0,51955037960.0,167437187130.0,47441216179.0,주요계정
00126788,삼아제약(주),009300,K,212,1341110000765,1388105823,19731004,12,강원도 원주시 문막읍 동화공단로 49,2025,20260422000199,77799035965.0,95580725368.0,97211286212.0,247044687258.0,90197015848.0,77799035965.0,95580725368.0,97211286212.0,246953513712.0,90197015848.0,주요계정
00136448,신신제약(주),002800,K,212,1101110027353,1188104136,19590909,12,세종특별자치시  소정면 소정산단동로 9 -,2025,20260318001364,113778253746.0,106387869012.0,102585576212.0,137497263987.0,107583899657.0,113227227306.0,106089200834.0,102191952227.0,137361533104.0,107169460122.0,주요계정
00137058,신일제약(주),012790,K,212,1152110000790,3038113742,19771216,12,충북 충주시 앙성면 본평리 산 5-1,2025,20260318001104,,,,,,80563639511.0,89440459441.0,89135208847.0,169488875383.0,86379769266.0,주요계정
00141149,영진약품(주),003520,Y,212,1101110043127,2188100352,19620716,12,서울특별시 송파구 올림픽로35다길 13 국민연금 잠실사옥 2~3층,2025,20260312000801,,,,,,254255894053.0,252040228764.0,234902460182.0,262384700788.0,247066194333.0,주요계정
00144818,(주)유유제약,000220,Y,212,1341110002307,1238101790,19410228,12,충청북도 제천시  바이오밸리1로 94,2025,20260318001501,140884666972.0,133147218082.0,137209588673.0,207223189486.0,137080491242.0,96720963639.0,92855015488.0,102223786048.0,169493294846.0,97266588392.0,주요계정
00158963,한국유나이티드제약(주),033270,Y,212,1342110002769,3078105244,19871203,12,세종특별자치시 전동면 노장리 404-10,2025,20260319001196,,,,,,288764867640.0,288706729642.0,278943296812.0,519491695617.0,285471631365.0,주요계정
00161046,(주)한독,002390,Y,212,1101110037005,2208100530,19540701,12,서울특별시 강남구  테헤란로 132,2025,20260318000762,535137855367.0,507358329302.0,522741079531.0,790750159507.0,521745754733.0,520261293469.0,501266329159.0,518001545221.0,850926765888.0,513176389283.0,주요계정
00167192,(주)넥센,005720,Y,221,1846110000583,6188115827,19680910,12,경상남도 김해시  김해대로 2595,2025,20260318000932,3586518022664.0,3214304005061.0,3036061854464.0,5611910810908.0,3278961294063.0,580785146202.0,509052926201.0,475924895088.0,820281717516.0,521920989164.0,주요계정
00854997,에스디바이오센서(주),137310,Y,27112,1358110191121,1358613315,20101227,12,"경기도 수원시 영통구 덕영대로1556번길 16 씨동 4층, 5층",2025,20260318001064,710580825154.0,694573795269.0,655676513230.0,3242719829223.0,686943711218.0,287945884665.0,275730629782.0,291658487859.0,2485048176906.0,285111667435.0,주요계정
00157399,한솔테크닉스(주),004710,Y,26299,1101110004682,1208153945,19660820,12,서울특별시 중구 을지로 100,2025,20260311004024,1252424760923.0,1199483140800.0,1302679102712.0,996025406733.0,1251529001478.0,549743934298.0,572709039239.0,717109627869.0,595540432730.0,613187533802.0,주요계정
00164706,현대약품(주),004310,Y,212,1243110000250,1308100988,19650716,11,충청남도 천안시 동남구  풍세면 잔다리길 55,2025,20260213002543,,,,,,191790079025.0,175735499255.0,180762658997.0,163215645432.0,182762745759.0,주요계정
00166573,환인제약(주),016580,Y,212,1101110339542,2158136171,19821216,12,"서울특별시 송파구 법원로6길 11 (문정동, 환인빌딩)",2025,20260312001200,255214382356.0,259596031749.0,230393578986.0,478890741418.0,248401331030.0,254712339808.0,257969479123.0,228242817692.0,478171257573.0,246974878874.0,주요계정
00210740,대화제약(주),067080,K,212,2111110001529,1338122322,19890119,12,강원도 횡성군  횡성읍 한우로 495,2025,20260323000941,143060002187.0,149409212217.0,141359215372.0,210863255709.0,144609476592.0,105285195987.0,113502915335.0,105145872266.0,191219694951.0,107977994529.0,주요계정
00216027,(주)바이넥스,053030,K,212,1801110058742,6038107005,19850605,12,부산광역시 사하구 다대로 368-3,2025,20260313001124,168474906148.0,130050545617.0,154824775515.0,311423000761.0,151116742427.0,168474906148.0,130045835537.0,154824775515.0,311018450406.0,151115172400.0,주요계정
00231831,조아제약(주),034940,K,212,1943110004498,6088124071,19960315,12,"서울특별시 영등포구 당산로2길 12 에이스테크노타워 101호(문래동3가, 에이스테크노타워1층)",2025,20260313000763,59310981915.0,62693744124.0,62973743089.0,64683059314.0,61659489709.0,58008647597.0,61169717375.0,61435981525.0,62847705699.0,60204782166.0,주요계정
00256043,(주)비씨월드제약,200780,K,212,1243110005515,1398111269,19800319,12,경기도 여주시 가남읍 여주남로 872-23,2025,20260313001254,75799976796.0,74814338700.0,75110698903.0,176801274862.0,75241671466.0,67515917435.0,67338474028.0,68513614395.0,149264754471.0,67789335286.0,주요계정
00541349,(주)셀트리온제약,068760,K,212,1101112112764,2148671641,20001117,12,충청북도 청주시 청원구 오창읍 2산단로 82셀트리온제약,2025,20260316001332,,,,,,536400308882.0,477835307770.0,388794335490.0,759440541950.0,467676650714.0,주요계정
00765851,위더스제약(주),330350,K,212,1101113069534,2148763871,20040819,12,서울특별시 서초구 동산로12길 9,2025,20260318000724,,,,,,106444236309.0,102721786936.0,80119449783.0,136644571623.0,96428491009.0,주요계정
00937324,한국타이어앤테크놀로지(주),161390,Y,221,1101114952093,2208843431,20120901,12,경기도 성남시 분당구 판교로 286 -,2025,20260318000959,21202299462815.0,9411947926996.0,8939621475507.0,26647188444916.0,13184622955106.0,3648437885609.0,3298568729593.0,3024973769258.0,8857117175008.0,3323993461487.0,주요계정
00446901,코칩(주),126730,K,2629,1101111049794,1068148878,19940623,12,경기도 안양시 만안구 만안로 359,2025,20260327000999,38284849477.0,33371108724.0,32912374630.0,67199484026.0,34856110944.0,39289053098.0,33371108724.0,32912374630.0,66954890629.0,35190845484.0,주요계정
00992871,(주)종근당,185750,Y,212,1101115260669,1108608069,20131105,12,서울 서대문구 충정로3가 3가 368 종근당빌딩,2025,20260318001376,1692403987134.0,1586430795630.0,1669404438769.0,1800298497462.0,1649413073844.0,1681192200410.0,1559344112891.0,1649640907059.0,1786937713807.0,1630059073453.0,주요계정
01012066,에이치케이이노엔 주식회사,195940,K,212,1101115379692,2018638914,20140401,12,충청북도 청주시 흥덕구 오송읍 오송생명2로 239 에이치케이이노엔(주) 오송공장,2025,20260318000705,,,,,,1063151055391.0,897141915178.0,828908232826.0,2096931315991.0,929733734465.0,주요계정
00109310,대동기어(주),008830,K,292,1911110000758,6198103305,19730529,12,경상남도 사천시  사남면 공단1로 42 (주)대동기어,2025,20260317000606,,,,,,220939401126.0,257057008425.0,281237511057.0,269547086319.0,253077973536.0,주요계정
00128111,(주)포스코엠텍,009520,K,24199,1746110000866,5068100055,19731227,12,경상북도 포항시 남구  형산강북로 131 포스코엠텍,2025,20260318000807,,,,,,357432185147.0,346628290419.0,341410235234.0,155201620131.0,348490236933.0,주요계정
00130763,서울반도체(주),046890,K,2612,1101110522436,1128113675,19870305,12,경기도 안산시 단원구 산단로 163번길 97-11,2025,20260319000003,1013523607401.0,1090485819261.0,1032380637430.0,1103260274069.0,1045463354697.0,756089894386.0,871476735639.0,851792684867.0,767152781626.0,826453104964.0,주요계정
00153375,(주)태광,023160,K,2413,1801110045559,6038107233,19820901,12,부산광역시 강서구  녹산산업대로 117-12,2025,20260320000407,296965688227.0,266809991545.0,312067468098.0,740815619979.0,291947715957.0,265617235360.0,233066384241.0,269918192681.0,673393069676.0,256200604094.0,주요계정
00589127,(주)케이이씨,092220,Y,2612,1101113525750,1198191880,20060912,12,서울특별시 서초구  마방로10길 5,2025,20260319000580,229616634285.0,243169932842.0,206935260144.0,448923235931.0,226573942424.0,219393654621.0,233026197232.0,199078087688.0,488404731567.0,217165979847.0,주요계정
01009789,코스맥스(주),192820,Y,20423,1348110294273,1438119635,20140303,12,"경기도 화성시  향남읍 제약공단1길 27, 2길 46",2025,20260318000694,2398757972848.0,2166089636742.0,1777494448320.0,2125418400005.0,2114114019303.0,1526414620755.0,1357660037190.0,1057537127679.0,1364939447652.0,1313870595208.0,주요계정
01412725,두산퓨얼셀 주식회사,336260,Y,28111,2149110058935,7738801177,20191001,12,전라북도 익산시 석암로7길 100 (팔봉동),2025,20260318001264,454794706613.0,411783710408.0,260886184003.0,1198423425943.0,375821533675.0,454852507957.0,411830414076.0,260886184003.0,1201875277326.0,375856368679.0,주요계정
00488402,서울바이오시스(주),092190,K,2612,1350110122156,1348178872,20020125,12,경기도 안산시 단원구 산단로163번길 65-16 (원시동),2025,20260318001624,763809147116.0,699232725004.0,503960846284.0,717773205486.0,655667572801.0,257076779691.0,209975523033.0,153071878014.0,281600014791.0,206708060246.0,주요계정
00668965,(주)지오엘리먼트,311320,K,262,1313110059571,1258157795,20050503,12,경기도 안성시 금석3길 30,2025,20260319000153,54623538260.0,44777284388.0,17811078054.0,76804567328.0,39070633567.0,32560148098.0,30259363500.0,17811078054.0,65003850072.0,26876863217.0,주요계정
00249894,(주)테라젠이텍스,066700,K,212,1101110724107,1338122943,19900927,12,경기도 안산시 단원구 산단로 68번길 58(초지동),2025,20260319001163,271589661726.0,249625346187.0,216470152266.0,257628373553.0,245895053393.0,172140078543.0,152654986965.0,123254755527.0,181133543638.0,149349940345.0,주요계정
00184889,(주)이건홀딩스,039020,K,161,1301110028935,1348101053,19880414,12,인천 남구 도화동 967-3,2025,20260318001617,447114517033.0,497372679636.0,458516755984.0,734413820920.0,467667984218.0,6939748604.0,7146047642.0,6923670830.0,209358058307.0,7003155692.0,주요계정
00899556,제룡산업(주),147830,K,251,1101114722917,2068658555,20111104,12,서울특별시 광진구  아차산로 628 (광장동),2025,20260316000423,,,,,,37923882483.0,29328250520.0,40895901213.0,96049264525.0,36049344739.0,주요계정
00122481,(주)태경비케이,014580,Y,23312,1101110301111,1098127101,19800122,12,서울특별시 강서구  공항대로 467 (등촌동),2025,20260319000934,385942613685.0,308594841506.0,294162114095.0,626041034698.0,329566523095.0,219451249151.0,237479066763.0,223415907213.0,311505287154.0,226782074376.0,주요계정
01274329,성일하이텍 주식회사,365340,K,201,2111110049793,5208800609,20170329,12,전북특별자치도 군산시 새만금북로 122 -,2025,20260602000219,194629131476.0,136215012576.0,247367786854.0,720705308067.0,192737310302.0,186268601136.0,124532639308.0,211803035746.0,605418112655.0,174201425397.0,주요계정
00162072,한신기계공업(주),011700,Y,29132,1301110010346,1348103309,19761123,12,경기도 안산시 단원구  해봉로330번길 23 신길동,2025,20260319001391,52718857507.0,63085257262.0,61254832221.0,120169071957.0,59019648997.0,50507232118.0,60341669153.0,60944214387.0,109940733619.0,57264371886.0,주요계정
00121154,(주)엠에스씨,009780,K,108,1845110000147,6218109054,19740412,12,경남 양산시 웅상읍 소주리 439-13,2025,20260319000368,197662693140.0,189756857111.0,189048296801.0,277193366709.0,192155949017.0,196954996133.0,189116796827.0,188027102360.0,272471392150.0,191366298440.0,주요계정
00141307,(주)영풍,000670,Y,24213,1101110003824,2118111275,19491125,12,서울특별시 강남구  강남대로 542,2025,20260317000753,2908974321148.0,2787414358375.0,3761732632263.0,6002694219498.0,3152707103929.0,1192666327316.0,1053314451951.0,1546654798272.0,1969640774506.0,1264211859180.0,주요계정
00158219,시그네틱스(주),033170,K,2612,1101110070815,1098100780,19660912,12,경기도 파주시 탄현면 평화로 711,2025,20260319000661,103046699790.0,118150985037.0,185484580200.0,107129773768.0,135560755009.0,103046699790.0,118150985037.0,185484580200.0,107099058294.0,135560755009.0,주요계정
00157991,한국석유공업(주),004090,Y,23999,1101110048490,1068103639,19641211,12,서울특별시 용산구  이촌로 166,2025,20260319001351,696926234873.0,726195804425.0,682274380401.0,413045650887.0,701798806566.0,369560363319.0,389904791761.0,350542220572.0,365437177582.0,370002458551.0,주요계정
00262266,(주)삼현,437730,K,303,1901110012514,6098109210,19880901,12,경상남도 창원시 의창구 죽전로 45,2025,20260319000680,95041722249.0,100447699055.0,99848743018.0,202098988834.0,98446054774.0,94591115131.0,100108646618.0,99848743018.0,200365629944.0,98182834922.0,주요계정
00175173,(주)오스템,031510,K,303,1615110006796,3128107773,19900307,12,충청남도 천안시 동남구 수신면 수신로 739,2025,20260319001031,128548602017.0,127865182887.0,141975544188.0,131602601080.0,132796443031.0,104421047042.0,120551027342.0,130805220058.0,121893530425.0,118592431481.0,주요계정
00126779,삼아알미늄(주),006110,Y,24222,1341110002365,1238101882,19690625,12,경기도 평택시 포승읍 평택항로 92 삼아알미늄 주식회사,2025,20260318000860,271458652401.0,251733337646.0,268023420437.0,452042872779.0,263738470161.0,213039221815.0,213244952708.0,238656109571.0,451649401404.0,221646761365.0,주요계정
00138516,아남전자(주),008700,Y,265,1201110018300,1228102613,19730420,12,서울특별시 구로구 디지털로27가길 27아남빌딩,2025,20260312001247,151351168.0,189473465.0,255594471.0,144149370.0,198806368.0,144710148.0,171419506.0,237943429.0,111463878.0,184691028.0,주요계정
00191472,KPX케미칼(주),025000,Y,20119,1101110166903,1108133923,19740701,12,서울특별시 마포구  마포대로 137  KPX빌딩,2025,20260312001374,808350805037.0,868571273861.0,911119635067.0,875368968863.0,862680571322.0,613426770079.0,648017740487.0,726275915360.0,794644063715.0,662573475309.0,주요계정
00788773,(주)씨젠,096530,K,2130,1101112070334,1108147859,20000918,12,서울특별시 송파구 오금로 91(방이동) 7층,2025,20260319000422,474231586051.0,414251733221.0,367375048980.0,1235797418831.0,418619456084.0,345322484874.0,299122016239.0,272463325036.0,1040842273157.0,305635942050.0,주요계정
01553129,주식회사 제이투케이바이오,420570,K,20423,1501110229589,6658600626,20161227,12,충청북도 청주시 청원구  오창읍 두릉유리로 50-3,2025,20260319000464,32966351938.0,33129185725.0,28472272288.0,38064178260.0,31522603317.0,31077941562.0,31236916613.0,27915409720.0,39017961389.0,30076755965.0,주요계정
00105961,엘지이노텍(주),011070,Y,262,1101110192180,1058174316,19760224,12,서울특별시 강서구 마곡중앙10로 30 LG사이언스파크,2025,20260312001270,21896603000000.0,21200755000000.0,20605290000000.0,11930883000000.0,21234216000000.0,21596008000000.0,20841776000000.0,20209273000000.0,10190414000000.0,20882352333333.0,주요계정
00126478,삼성중공업(주),010140,Y,3111,1101110168595,1208152780,19740805,12,경기도 성남시 분당구 판교로227번길 23 삼성중공업 판교R&D센터,2025,20260312001037,10650010702818.0,9903077919464.0,8009429912108.0,14948871093928.0,9520839511463.0,10634952868811.0,9867428881355.0,7907247253069.0,14774688371138.0,9469876334412.0,주요계정
00166519,화천기공(주),000850,Y,29223,2001110001704,4108100996,19771011,12,광주광역시 광산구 하남산단4번로 123-17 (장덕동) 화천기공(주),2025,20260318000857,221755533963.0,222200718833.0,225720429438.0,420411492511.0,223225560745.0,194713374468.0,185194019103.0,196480180132.0,365991872642.0,192129191234.0,주요계정
01663116,㈜에어레인,163280,K,29175,1101112183963,2068155816,20010303,12,충청북도 청주시 흥덕구 옥산면 과학산업4로 151-5,2025,20260318000364,,,,,,28075652732.0,24499902644.0,16343932414.0,111357455381.0,22973162597.0,주요계정
00400121,(주)유아이디,069330,K,26211,1647110001608,3078102854,19900518,12,충청북도 청주시 흥덕구 대신로146번길 174 (송정동),2025,20260323001026,49690517314.0,53558158467.0,52968921282.0,45806496740.0,52072532354.0,31005524689.0,32702983074.0,31121000979.0,30301177263.0,31609836247.0,주요계정
00819374,(주)나무가,190510,K,262,1311110126192,1298177736,20041014,12,경기도 성남시 분당구 대왕판교로 670 유스페이스2 B동 7층,2025,20260318000744,459879687266.0,450363058954.0,365609176662.0,257388437426.0,425283974294.0,345652437683.0,331354761150.0,241867494887.0,212197559415.0,306291564573.0,주요계정
01109070,주식회사 비피도,238200,K,108,1101111787378,1198132746,19991012,12,강원도 홍천군 홍천읍 농공단지길 23-16,2025,20260311003760,19678962044.0,12350094585.0,18634263875.0,61302323713.0,16887773501.0,18757505839.0,12080160540.0,17145881007.0,62808434832.0,15994515795.0,주요계정
00148470,제일일렉트릭(주),199820,K,28123,1801110037887,6038103203,19800822,12,부산광역시 사하구 을숙도대로 555,2025,20260323000869,196035438223.0,186286728174.0,143986066033.0,226556731052.0,175436077477.0,154958390334.0,165622160241.0,143986066033.0,215606571667.0,154855538869.0,주요계정
00103006,고려제강(주),002240,Y,2411,1801110001220,6178100049,19450922,12,부산광역시 수영구 구락로 150,2025,20260319001226,1809183329321.0,1739609163820.0,1788877688439.0,2660051901199.0,1779223393860.0,562153886362.0,540278817185.0,516985557167.0,1431709437643.0,539806086905.0,주요계정
00113614,(주)대현,016090,Y,14112,1101110319320,2118119302,19820525,12,"서울특별시 강남구 언주로 619 (논현동, 대현그린타워)",2025,20260319001075,,,,,,240544349714.0,259284732061.0,295303511096.0,314893056359.0,265044197624.0,주요계정
00525934,(주)엘엑스세미콘,108320,Y,2612,1601110089395,3148129147,19991111,12,대전광역시 유성구 테크노2로 222,2025,20260318001308,1639070665791.0,1865621538499.0,1901444975029.0,1399843476485.0,1802045726440.0,1639070665791.0,1865621538499.0,1901444975029.0,1386272395730.0,1802045726440.0,주요계정
00146861,자화전자(주),033240,Y,26292,1501110005955,3018105474,19870201,12,충청북도 청원군  북이면 충청대로 1217,2025,20260318000870,848919780257.0,681144518352.0,503330314586.0,777823953224.0,677798204398.0,791892619718.0,650528455550.0,449417239793.0,678193152664.0,630612771687.0,주요계정
00317104,(주)라이온켐텍,171120,K,2049,1601110004947,3068104257,19821124,12,대전 대덕구 문평동 41-5,2025,20260313001028,130272114072.0,141812364396.0,130782710870.0,167114092836.0,134289063113.0,90609765598.0,107134715289.0,98424055047.0,151074695963.0,98722845311.0,주요계정
00346610,(주)시지메드텍,056090,K,27192,1101111453648,2178113679,19970821,12,경기도 의정부시 산단로76번길 20 &nbsp,2025,20260320001211,47234945024.0,34622756083.0,34968541350.0,114921636923.0,38942080819.0,30054617452.0,22600379657.0,23838079202.0,109213484029.0,25497692104.0,주요계정
00372226,(주)티에스이,131290,K,27212,1615110017818,3128121630,19950831,12,충청남도 천안시 서북구 직산읍 군수1길 189 -,2025,20260318000738,428900789083.0,348053207965.0,249147689845.0,608025581215.0,342033895631.0,311150388580.0,220995534881.0,136378543256.0,440157071312.0,222841488906.0,주요계정
00852087,(주)시디즈,134790,Y,32029,1101114493344,2158748121,20101216,12,경기도 평택시 세교산단로 67-20 (주)시디즈,2025,20260319001086,195719724417.0,208408238360.0,200135778002.0,97876438949.0,201421246926.0,193979490389.0,206628905285.0,197957267766.0,98505943319.0,199521887813.0,주요계정
00494476,(주)이녹스,088390,K,319,1346110018221,1258140130,20011108,12,충청남도 아산시 둔포면 아산밸리로 171,2025,20260318001598,59112838075.0,56165047988.0,61697133222.0,324060170859.0,58991673095.0,22879032512.0,24640354249.0,11229620635.0,268002949790.0,19583002465.0,주요계정
00535481,에스와이(주),109610,K,25112,1301110064351,1248177032,20000929,12,"경기도 수원시 권선구 정조로 340-2 (권선동, 에스와이빌딩)",2025,20260722000434,501552720795.0,561008736665.0,553670148803.0,477069152693.0,538743868754.0,342919596684.0,381104244720.0,392416602623.0,322274284422.0,372146814676.0,주요계정
00540447,(주)유니테스트,086390,K,29271,1311110047356,1298133266,20000321,12,경기도 용인시 기흥구  기곡로 27 (주)유니테스트,2025,20260319001022,110195025305.0,92434193510.0,167769309722.0,171297105950.0,123466176179.0,100675688116.0,82725218193.0,148305995846.0,146907265384.0,110568967385.0,주요계정
01493793,주식회사 코셈,360350,K,27219,1601110226195,3148190680,20070613,12,대전광역시 유성구 테크노2로 199,2025,20260320001122,13390488732.0,14730380482.0,13729282775.0,23140165226.0,13950050663.0,12373709224.0,14104675357.0,13729282775.0,21705286101.0,13402555785.0,주요계정
01448544,(주)셀로맥스사이언스,471820,K,10897,1313110142300,1258627262,20141022,12,"경기도 용인시 기흥구 구성로 357 D동 710호 (청덕동, 용인테크노밸리)",2025,20260629000325,22183949136.0,21630336194.0,19309523033.0,50907958361.0,21041269454.0,21670230136.0,21630336194.0,19309523033.0,51004300119.0,20870029788.0,주요계정
00169215,(주)에너토크,019990,K,29133,1101110530687,1288105641,19870516,12,경기도 여주군  능서면 능여로 344,2025,20260318000417,23532183911.0,25161078103.0,26943911903.0,45757894526.0,25212391306.0,23521549768.0,25151443559.0,26908976620.0,46089488553.0,25193989982.0,주요계정
00187725,(주)코콤,015710,K,26410,1243110005359,1308105192,19800115,12,서울 강서구 염창동 260-7,2025,20260318001121,,,,,,95770916172.0,104993315733.0,100488220566.0,150877041280.0,100417484157.0,주요계정
00131939,선도전기(주),007610,Y,28123,1301110007989,1348102431,19720122,12,경기도 안산시 단원구 시화벤처로 444 (성곡동),2025,20260319000984,38170718483.0,23984030522.0,41641878386.0,73687545160.0,34598875797.0,38076480483.0,23267191516.0,38131767043.0,71379922374.0,33158479681.0,주요계정
00159573,한국주철관공업(주),000970,Y,24131,1801110000587,6038104347,19530427,12,부산광역시 사하구  을숙도대로 525,2025,20260814000666,406620008497.0,419416899335.0,456325697481.0,435616657290.0,427454201771.0,119570203864.0,120927947827.0,140306926718.0,331554763948.0,126935026136.0,주요계정
00129642,상신브레이크(주),041650,Y,303,1741110000527,5148103617,19750813,12,대구광역시 달성군 논공읍 논공중앙로33길 10,2025,20260318001187,542260553063.0,578555061212.0,575491184783.0,557807152421.0,565435599686.0,389018846221.0,401994782639.0,396724057572.0,416173869843.0,395912562144.0,주요계정
00573269,주식회사에스코넥,096630,K,26422,1311110045540,1298132103,20000111,12,경기도 광주시  오포읍 마루들길172번길 30,2025,20260625000380,278688408641.0,289273100792.0,270522758123.0,170621596074.0,279494755852.0,45794250346.0,57501772446.0,70234293914.0,97966805169.0,57843438902.0,주요계정
01217795,엠에프씨(주),432980,K,21100,1314110209249,1348646389,20080307,12,경기도 화성시 마도면 청원산단7길 35(청원리 1453),2025,20260323000972,,,,,,20799543231.0,20604400363.0,17309437304.0,35676109721.0,19571126966.0,주요계정
01237540,(주)이녹스첨단소재,272290,K,2629,1648110105010,5018600680,20170601,12,충청남도 아산시 둔포면 아산밸리로 171,2025,20260318001197,439633940622.0,422809289354.0,387002612208.0,1087951647205.0,416481947395.0,397080900924.0,399987133307.0,359397009572.0,880004632245.0,385488347934.0,주요계정
00367604,(주)에스엠라이프디자인그룹,063440,K,182,1101111626063,1138150713,19981229,12,경기도 파주시 직지길 376,2025,20260316000473,53324973138.0,44780387467.0,47318501515.0,73466958918.0,48474620707.0,52655408110.0,44364386285.0,46812943545.0,71728024271.0,47944245980.0,주요계정
00125743,현대비앤지스틸(주),004560,Y,24122,1101110065395,1208128432,19660407,12,경상남도 창원시 성산구  적현로 124,2025,20260316001374,741250134001.0,795376120096.0,1045305563220.0,713203530639.0,860643939106.0,739197686220.0,793495304287.0,1044395496494.0,710994994030.0,859029495667.0,주요계정
01027828,(주)퓨릿,445180,K,20119,1101114253681,1208749365,20100104,12,경상북도 경주시 안강읍 사박길 21 주식회사 퓨릿,2025,20260312000650,,,,,,142546874717.0,122537087251.0,120458972206.0,122751699678.0,128514311391.0,주요계정
01025644,주식회사 강스템바이오텍,217730,K,211,1101114461002,1198634832,20101029,12,서울특별시 강남구 테헤란로 522 홍우빌딩 9층,2025,20260320001396,3572463936.0,7745823635.0,12704101187.0,81493316993.0,8007462919.0,3572463936.0,7745823635.0,5912667181.0,70557922327.0,5743651584.0,주요계정
00475985,(주)시너지이노베이션,048870,K,271,1101111530959,1208179246,19980402,12,"경기도 성남시 중원구 사기막골로 52 5층(상대원동, 선텍시티2)",2025,20260319001269,113050025181.0,90605209448.0,83214793566.0,336885342158.0,95623342732.0,21276161561.0,20825375942.0,18116452375.0,188287008618.0,20072663293.0,주요계정
00138598,아비코전자(주),036010,K,26293,1311110000718,1298100692,19731019,12,경기도 성남시 중원구  둔촌대로388번길 31,2025,20260316000805,133852502966.0,120929975441.0,125029847788.0,152985921922.0,126604108732.0,62015136717.0,55516566556.0,51613953940.0,128856833672.0,56381885738.0,주요계정
01118281,(주)피플바이오,304840,K,213,1101112606171,2148718925,20020909,12,"경기도 성남시 분당구 판교로 242, 판교디지털센터 C동 7층",2025,20260407003703,2850535918.0,2530624671.0,4452858220.0,44571639934.0,3278006270.0,2850535918.0,2530624671.0,4239521489.0,43582547811.0,3206894026.0,주요계정
01071944,(주)미래생명자원,218150,K,109,1101115687615,4928800056,20150406,12,"서울특별시 송파구 법원로9길 26 D동 506 ~ 512호(문정동, H business PARK)",2025,20260318001301,67554559835.0,62453269047.0,60015912443.0,58963721591.0,63341247108.0,48788596806.0,47256702139.0,45683107566.0,46556249658.0,47242802170.0,주요계정
01335143,주식회사 로킷헬스케어,376900,K,21309,1101114780072,1198651995,20120120,12,"서울특별시 금천구 디지털로10길 9, 12층",2025,20260731000634,26247011691.0,13111237720.0,12417565750.0,55028692350.0,17258605054.0,13386314102.0,6829188244.0,6381035712.0,47220954238.0,8865512686.0,주요계정
00814582,(주)탑런토탈솔루션,336680,K,262,1760110037504,5138133516,20040524,12,경상북도 구미시 옥계2공단로 46-14,2025,20260421000082,550111118017.0,519654712241.0,513876854406.0,557067806637.0,527880894888.0,150689233913.0,123934852015.0,117035701286.0,306633357098.0,130553262405.0,주요계정
01760738,OCI(주),456040,Y,20129,1101118626793,3288802675,20230502,12,서울특별시 중구 소공로 94 OCI빌딩,2025,20260313000943,2009429144000.0,2215285616000.0,1288825675000.0,2275774798000.0,1837846811667.0,1794178493000.0,1989717669000.0,1288825675000.0,2114755969000.0,1690907279000.0,주요계정
00148461,제일연마공업(주),001560,Y,23992,1801110021806,5068107010,19741227,12,경상북도 포항시 남구 대송로101번길 34(장흥동),2025,20260318000296,78898942508.0,81974461738.0,85239048510.0,121234213232.0,82037484252.0,68573237569.0,71005496687.0,74809368234.0,96109353294.0,71462700830.0,주요계정
00385363,(주)빅텍,065450,K,27211,1341110048674,1238139826,19960109,12,인천광역시 연수구 연구단지로55번길 25 -,2025,20260318000629,82956728421.0,71488568458.0,54928577801.0,126231673412.0,69791291560.0,82947173421.0,71488568458.0,54928577801.0,126531007748.0,69788106560.0,주요계정
00119195,동화약품(주),000020,Y,212,1101110043870,1108100102,18970925,12,서울특별시 중구 서소문로9길 20 -,2025,20260318001027,496394309778.0,464874735245.0,361108562008.0,642168098413.0,440792535677.0,388660153296.0,363797312192.0,335135052834.0,573789971875.0,362530839441.0,주요계정
