corp_code,corp_name,stock_code,corp_cls,induty_code,jurir_no,bizr_no,est_dt,acc_mt,adres,bsns_year,rcept_no,ftc_group,ftc_is_large,is_holding,size_class,size_reason,rev_basis,sme_limit_eok,ofs_rev_t,ofs_rev_3y_avg,ofs_assets_t,cfs_rev_t,cfs_rev_3y_avg,cfs_assets_t,kets_member,kets_code,kets_name,kets_ksic,kets_match_note,cbam_wave1_industry,cbam_wave1_item,cbam_wave1_type,cbam_wave2_industry,cbam_wave2_item,wave_group,report_ok,kw_CBAM,kw_배터리여권,kw_기어박스,kw_휠,kw_현가장치,kw_라디에이터,kw_유럽,product_hit,wave_group_final,review_decision,review_note,wave_group_reviewed
01494118,노을 주식회사,376930,K,27112,1101115906974,4828100161,20151202,12,"경기도 용인시 수지구 광교중앙로 338, 비동 10층 &nbsp",2025,20260323001248,,False,False,중소,"3년 평균 매출 32억 ≤ 기준 800억, 자산 5,000억 미만",별도,800,5121885655.0,3152396979.0,38916572996.0,5121885655.0,3152396979.0,39224540809.0,False,,,,,비해당,,,비해당,,비대상,,0,0,0,0,0,0,0,False,비대상,,,비대상
01765265,동국제강(주),460860,Y,241,1101118651633,5788602878,20230601,12,서울특별시 중구 을지로5길 19,2025,20260313000519,동국제강,False,False,중견,공시대상기업집단 소속(중소 제외),별도,1800,3203431341223.0,3121020417845.0,4134274429969.0,,,,True,I0024200002,동국제강 주식회사,24112,,해당,철강,원재료,비해당,,1차(2027),True,0,0,0,0,0,0,2,False,1차(2027),,,1차(2027)
00409681,(주)아스트,067390,K,31322,1954110007168,6138124511,20010420,12,경상남도 사천시 용현면 종포산단로 133 -,2025,20260318001569,,False,False,중견,"3년 평균 매출 1,949억 > 기준 1,200억, 자산 5,588억 ≥ 5,000억",별도,1200,254397973852.0,194915735937.0,558842413520.0,254386380552.0,198083506405.0,560593411124.0,False,,,,,비해당,,,비해당,,비대상,True,0,0,0,0,0,0,0,False,비대상,,,비대상
00108490,(주)엔피케이,048830,K,20202,1101110522311,2118138347,19870304,12,경상북도 구미시 옥계2공단로5길 7 -,2025,20260319000658,,False,False,중소,"3년 평균 매출 563억 ≤ 기준 1,200억, 자산 5,000억 미만",별도,1200,57878440116.0,56289513243.0,65321509554.0,83822010472.0,70458509623.0,69556770980.0,False,,,,,비해당,,,비해당,,비대상,,0,0,0,0,0,0,0,False,비대상,,,비대상
00164779,에스케이하이닉스(주),000660,Y,2612,1344110001387,1268103725,19491015,12,경기도 이천시  부발읍 경충대로 2091,2025,20260317000635,에스케이,True,False,대기업,상호출자제한기업집단 소속,별도,1000,86852117000000.0,56742800333333.0,168903929000000.0,97146675000000.0,65368451333333.0,176107659000000.0,True,I1100100031,에스케이하이닉스 주식회사,26111,,비해당,,,비해당,,비대상,,0,0,0,0,0,0,0,False,비대상,,,비대상
00115931,(주)디오,039840,K,27192,1845110003290,6218101561,19880125,12,부산광역시 해운대구 센텀서로 66,2025,20260306000812,,False,False,중견,"3년 평균 매출 1,056억 > 기준 800억",별도,800,96017951961.0,105636844750.0,300370143079.0,164077830292.0,146515198664.0,328467730338.0,False,,,,,비해당,,,일부해당,의료기기(일부),2차 후보(확인 필요),True,0,0,0,0,0,0,8,False,2차 후보(확인 필요),,,2차 후보-약
00604268,(주)에이프로,262260,K,289,1351110053143,1238158293,20000627,12,"경기도 안양시 동안구 부림로170번길 41-14 (관양동, 에이프로 글로벌센터)",2025,20260731000782,,False,False,중견,"3년 평균 매출 1,911억 > 기준 1,800억",별도,1800,141602239991.0,191143102027.0,278081059466.0,147079619081.0,194396100032.0,327516705769.0,False,,,,,비해당,,,비해당,,비대상,True,0,0,0,0,0,0,17,False,비대상,,,비대상
00825223,(주)화신정공,126640,K,303,1101114339415,1078735359,20100428,12,경상북도 영천시  도남공단3길 96,2025,20260316000444,,False,False,중견,"3년 평균 매출 3,536억 > 기준 1,200억",별도,1200,378937475942.0,353590902251.0,197908343869.0,,,,False,,,,,비해당,,,일부해당,기어박스(일부)/자동차 엔진 부품(일부)/자동차 차체 부품(일부)/휠·현가장치·라디에이터(일부),2차 후보(확인 필요),True,0,0,0,0,3,0,0,True,"2차(2028, 제품명 확인)",확인,샤시류 현가장치 관련 부품,"2차(2028, 제품명 확인)"
00148984,주식회사 시알홀딩스,000480,Y,2321,2011110000440,4168107056,19470515,12,전라남도 광양시 산업로 55 본관 3층,2025,20260319000043,,False,True,중견,"자산 6,489억 ≥ 5,000억",별도,800,18718900000.0,12760167667.0,648855398000.0,827752427000.0,818496129000.0,1565188415000.0,False,,,,,비해당,,,비해당,,비대상,,0,0,0,0,0,0,0,False,비대상,,,비대상
00101664,(주)경보제약,214390,Y,211,1648110001961,3128104567,19870331,12,충청남도 아산시 실옥로 174,2025,20260318001475,,False,False,중견,"3년 평균 매출 2,397억 > 기준 800억",별도,800,264104056811.0,239672554844.0,319537836305.0,,,,False,,,,,비해당,,,비해당,,비대상,True,0,0,0,0,0,0,17,False,비대상,,,비대상
01232192,(주)티디에스팜,464280,K,21212,1545110024284,3038134897,20021111,12,경기도 성남시 분당구 판교로 253 C동 403호,2025,20260629000376,,False,False,중소,"3년 평균 매출 284억 ≤ 기준 800억, 자산 5,000억 미만",별도,800,27620873511.0,28396334924.0,54151710444.0,,,,False,,,,,비해당,,,비해당,,비대상,,0,0,0,0,0,0,0,False,비대상,,,비대상
01181515,(주)엘앤씨바이오,290650,K,212,1311110288992,1298664008,20110802,12,"경기도 성남시 중원구 둔촌대로 474, 605호, 606호, 607호 (선텍시티)",2025,20260324000006,,False,False,중소,"3년 평균 매출 606억 ≤ 기준 800억, 자산 5,000억 미만",별도,800,69422886562.0,60574434298.0,333364117550.0,85476414998.0,74478563775.0,456637114149.0,False,,,,,비해당,,,비해당,,비대상,,0,0,0,0,0,0,0,False,비대상,,,비대상
01233465,동국생명과학(주),303810,K,212,1101116391778,3318100733,20170501,12,서울특별시 강남구 테헤란로108길 7,2025,20260313000218,,False,False,중견,"3년 평균 매출 1,274억 > 기준 800억",별도,800,130343747512.0,127440358382.0,217626925229.0,,,,False,,,,,비해당,,,비해당,,비대상,True,0,0,0,0,0,0,2,False,비대상,,,비대상
01658831,오름테라퓨틱 주식회사,475830,K,211,1601110433518,8878100503,20160817,12,대전광역시 유성구 문지로 281-25,2025,20260319001320,,False,False,중소,"3년 평균 매출 521억 ≤ 기준 800억, 자산 5,000억 미만",별도,800,23564233.0,52115597407.0,148563433561.0,23564233.0,52115597407.0,169324738276.0,False,,,,,비해당,,,비해당,,비대상,,0,0,0,0,0,0,0,False,비대상,,,비대상
00352064,(주)프리엠스,053160,K,28123,1101110660830,1308130556,19891128,12,경기도 부천시 오정구 삼작로178번길 14,2025,20260318000155,,False,False,중소,"3년 평균 매출 212억 ≤ 기준 1,800억, 자산 5,000억 미만",별도,1800,22967324185.0,21159230776.0,80173964273.0,23135895576.0,21258286739.0,80210265059.0,False,,,,,비해당,,,비해당,,비대상,,0,0,0,0,0,0,0,False,비대상,,,비대상
00136226,신성델타테크(주),065350,K,28519,1942110003096,6098107658,19871109,12,경상남도 창원시 성산구  공단로271번길 39 신성델타테크(주),2025,20260317000805,,False,False,중소,"3년 평균 매출 1,399억 ≤ 기준 1,800억, 자산 5,000억 미만",별도,1800,125996551346.0,139934880525.0,370073523541.0,945363793218.0,887016633617.0,932560259261.0,False,,,,,비해당,,,해당,냉장고·세탁기 등,2차(2028),,0,0,0,0,0,0,0,False,2차(2028),,,2차(2028)
00369107,우리바이오(주),082850,K,108,1350110103198,1348155919,20000525,12,"경기도 안산시 단원구 성곡로 79 (성곡동,608블럭30롯트)",2025,20260323000520,,False,False,중소,"3년 평균 매출 451억 ≤ 기준 1,200억, 자산 5,000억 미만",별도,1200,41168057743.0,45127469787.0,99266855294.0,1043962208896.0,1181701463113.0,761918002581.0,False,,,,,비해당,,,비해당,,비대상,,0,0,0,0,0,0,0,False,비대상,,,비대상
01142260,(주)에스엠씨지,460870,K,231,1342110027733,1268135848,19981230,12,경기도 안성시 양성면 양성로 134-13,2025,20260319000844,,False,False,중소,"3년 평균 매출 492억 ≤ 기준 800억, 자산 5,000억 미만",별도,800,55788407335.0,49243544377.0,71199675343.0,,,,False,,,,,비해당,,,비해당,,비대상,,0,0,0,0,0,0,0,False,비대상,,,비대상
00797364,케이씨코트렐(주),119650,Y,291,1101114255463,1058738796,20100106,12,서울특별시 마포구 상암산로 34디지털큐브 12층,2025,20260407003641,,False,False,중견,"3년 평균 매출 2,910억 > 기준 1,200억",별도,1200,180532908393.0,290988407176.0,192913951673.0,192872605567.0,321920584070.0,202714625280.0,False,,,,,비해당,,,일부해당,냉동장비 부품·냉각탑(일부)/디젤 엔진(일부)/버너(일부)/분사기(일부)/엔진용·소형 펌프(일부)/크레인·컨베이어 등,2차 후보(확인 필요),True,0,0,0,0,0,0,1,False,2차 후보(확인 필요),,,2차 후보(확인 필요)
00130408,(주)서산,079650,K,23322,2042110000370,4108100453,19740216,12,광주광역시 광산구  하남산단4번로 143,2025,20260316000539,,False,False,중소,"3년 평균 매출 220억 ≤ 기준 800억, 자산 5,000억 미만",별도,800,24677491457.0,22031855925.0,46910906668.0,45103016559.0,40679842010.0,107388944784.0,False,,,,,비해당,,,비해당,,비대상,,0,0,0,0,0,0,0,False,비대상,,,비대상
00129235,삼화왕관(주),004450,Y,25991,1341110003462,1388103179,19650502,12,경기도 안산시 단원구  강촌로 140 삼화왕관(주),2025,20260319000454,,False,False,중견,"3년 평균 매출 1,302억 > 기준 1,200억",별도,1200,126200827090.0,130165845398.0,191144549432.0,162897513863.0,162647859427.0,214276081435.0,False,,,,,해당,탱크·용기,가공품,비해당,,1차(2027),True,0,0,0,0,0,0,2,False,1차(2027),,,1차(2027)
01641600,주식회사 에이럭스,475580,K,33999,1101115894492,5878100224,20151118,12,"서울특별시 도봉구 마들로13길 61, 16층 (창동, 창동 씨드큐브)",2025,20260318001466,,False,False,중소,"3년 평균 매출 299억 ≤ 기준 1,000억, 자산 5,000억 미만",별도,1000,28199409465.0,29910459436.0,83011457068.0,63015993000.0,57634587803.0,93316471475.0,False,,,,,비해당,,,비해당,,비대상,,0,0,0,0,0,0,0,False,비대상,,,비대상
00471068,덕산하이메탈(주),077360,K,261,2301110056969,6208119108,19990506,12,울산광역시 북구  무룡1로 66,2025,20260319001314,,False,False,중견,"3년 평균 매출 1,008억 > 기준 1,000억",별도,1000,126318034393.0,100764330432.0,265453396204.0,236404536110.0,205583147684.0,658964267763.0,False,,,,,비해당,,,비해당,,비대상,True,0,0,0,0,0,0,2,False,비대상,,,비대상
00766106,엣지파운드리(주),105550,K,2629,1601110207244,3148182384,20060512,12,대전광역시 유성구 엑스포로 385 (주)트루윈,2025,20260323001355,,False,False,중소,"3년 평균 매출 369억 ≤ 기준 1,000억, 자산 5,000억 미만",별도,1000,36390814582.0,36909538572.0,177092833582.0,36390814582.0,36909538572.0,177094222917.0,False,,,,,비해당,,,비해당,,비대상,,0,0,0,0,0,0,0,False,비대상,,,비대상
00226316,호전실업 주식회사,111110,Y,14199,1101110393457,1058164268,19850318,12,"서울특별시 마포구 마포대로 19 신화빌딩, 11층, 12층",2025,20260330001610,,False,False,중견,"3년 평균 매출 4,472억 > 기준 1,500억",별도,1500,493314399143.0,447200593391.0,288901995292.0,520877825230.0,475466402796.0,416500644693.0,False,,,,,비해당,,,비해당,,비대상,True,0,0,0,0,0,0,1,False,비대상,,,비대상
00577380,(주)신진에스엠,138070,K,259,1348110061937,1248186623,20010718,12,전라북도 장수군  장계면 장무로 352-73 (주)신진에스엠장수공장,2025,20260323001249,,False,False,중소,"3년 평균 매출 423억 ≤ 기준 1,200억, 자산 5,000억 미만",별도,1200,40446954863.0,42250249307.0,91356170032.0,54436124843.0,56255323996.0,103007107959.0,False,,,,,일부해당,기타 파스너(일부)/단조·압형(일부)/볼트·너트/탱크·용기,,일부해당,금속 주방용기(일부)/단조·압형 제품/못·기타 파스너/스프링(일부)/와이어로프·철망/일반철물(일부),2차 후보(확인 필요),,0,0,0,0,0,0,0,False,2차 후보(확인 필요),,,2차 후보(확인 필요)
00160375,진양폴리우레탄(주),010640,Y,22259,1345110000387,1258118884,19750607,12,경기 평택시 세교동 536-8번지,2025,20260227008561,,False,False,중소,"3년 평균 매출 517억 ≤ 기준 1,200억, 자산 5,000억 미만",별도,1200,46628342500.0,51726241544.0,75820360310.0,,,,False,,,,,비해당,,,비해당,,비대상,,0,0,0,0,0,0,0,False,비대상,,,비대상
00164788,현대모비스(주),012330,Y,303,1101110215536,1018116406,19770701,12,서울 강남구 역삼1동 로담코빌딩 140-2,2025,20260309001878,현대자동차,True,False,대기업,상호출자제한기업집단 소속,별도,1200,36256823000000.0,37277051000000.0,38537000000000.0,61118127000000.0,59203161000000.0,70400532000000.0,True,I1200140051,현대모비스(주),30399,,비해당,,,일부해당,휠·현가장치·라디에이터(일부),2차 후보(확인 필요),,0,0,0,0,0,0,0,False,2차 후보(확인 필요),,,2차 후보(확인 필요)
00330044,(주)캠시스,050110,K,262,1201110081951,1398103094,19930130,12,인천광역시 연수구  벤처로100번길 26,2025,20260319001326,,False,False,중견,"3년 평균 매출 3,107억 > 기준 1,000억",별도,1000,369373316028.0,310739596056.0,201734262297.0,489937482073.0,456236926235.0,250422161791.0,False,,,,,비해당,,,비해당,,비대상,True,0,0,0,0,0,0,1,False,비대상,,,비대상
00128032,삼일제약(주),000520,Y,212,1101110016679,1148116848,19471007,12,"서울특별시 서초구  효령로 155 (방배동, 삼일제약 사옥)",2025,20260318001625,,False,False,중견,"3년 평균 매출 2,088억 > 기준 800억",별도,800,210253472993.0,208766289094.0,363019361577.0,210253472993.0,208766289094.0,371601555822.0,False,,,,,비해당,,,비해당,,비대상,True,0,0,0,0,0,0,4,False,비대상,,,비대상
00441243,(주)형지엘리트,093240,Y,14112,1101112507551,1058639463,20020425,06,"인천광역시 연수구 하모니로177번길 49 업무동 10층(송도동, 형지글로벌 패션복합센터)",2025,20250919000232,,False,False,중소,"3년 평균 매출 1,299억 ≤ 기준 1,500억, 자산 5,000억 미만",별도,1500,164902130597.0,129869289875.0,184245816661.0,166650465839.0,131294918984.0,185282892679.0,False,,,,,비해당,,,비해당,,비대상,,0,0,0,0,0,0,0,False,비대상,,,비대상
00264255,(주)바텍,043150,K,271,1341110036348,1238128203,19920404,12,경기도 화성시  삼성1로2길 13(석우동),2025,20260318000636,,False,False,중견,"3년 평균 매출 2,519억 > 기준 800억, 자산 5,720억 ≥ 5,000억",별도,800,276213357320.0,251856780453.0,572048866395.0,426416122877.0,398851958919.0,689273534214.0,False,,,,,비해당,,,일부해당,의료기기(일부),2차 후보(확인 필요),True,0,0,0,0,0,0,20,False,2차 후보(확인 필요),,,2차 후보-약
00269922,(주)인바디,041830,K,27199,1101111271834,2208113603,19960515,12,서울시 강남구 논현로2길 54(개포동 1164-21),2025,20260318001304,,False,False,중견,"3년 평균 매출 1,242억 > 기준 800억",별도,800,137199033079.0,124175905660.0,319255604753.0,233948308378.0,202921457994.0,361061686085.0,False,,,,,비해당,,,일부해당,의료기기(일부),2차 후보(확인 필요),True,0,0,0,0,0,0,31,False,2차 후보(확인 필요),,,2차 후보-약
00225706,제이더블유생명과학(주),234080,Y,212,1350110057395,1338125692,19940510,12,충청남도 당진시 송악읍 한진1길 28,2025,20260318001371,,False,False,중견,"3년 평균 매출 2,194억 > 기준 800억",별도,800,234013893513.0,219421492975.0,297426727289.0,257829408646.0,229055958703.0,318205789712.0,True,I0500130115,JW 생명과학(주),21210,,비해당,,,비해당,,비대상,True,0,0,0,0,0,0,4,False,비대상,,,비대상
01540453,(주)에이직랜드,445090,K,26112,1358110290105,4278800445,20160411,12,경기도 수원시 영통구 대학4로 25 -,2025,20260319001064,,False,False,중소,"3년 평균 매출 788억 ≤ 기준 1,000억, 자산 5,000억 미만",별도,1000,72174837501.0,78845619704.0,216825570195.0,72849892092.0,80354084946.0,220969730169.0,False,,,,,비해당,,,비해당,,비대상,,0,0,0,0,0,0,0,False,비대상,,,비대상
00373021,테라사이언스(주),073640,K,25929,1901110021119,6098124002,19931019,12,경남 창원시 성주동 30-5번지,2025,20260323000029,,False,False,중소,"3년 평균 매출 181억 ≤ 기준 1,200억, 자산 5,000억 미만",별도,1200,14134317596.0,18137596113.0,56419447225.0,14134317596.0,18161262780.0,56310304518.0,False,,,,,비해당,,,비해당,,비대상,,0,0,0,0,0,0,0,False,비대상,,,비대상
00135795,(주)신도리코,029530,Y,263,1101110034960,2188100328,19600707,12,서울특별시 성동구  성수이로24길 3 (주)신도리코,2025,20260311003722,,False,False,중견,"3년 평균 매출 3,359억 > 기준 1,000억, 자산 11,270억 ≥ 5,000억",별도,1000,299884967949.0,335938245451.0,1127001123594.0,317327883419.0,353625265273.0,1149029457149.0,False,,,,,비해당,,,비해당,,비대상,True,0,0,0,0,0,0,1,False,비대상,,,비대상
00161125,한온시스템(주),018880,Y,29172,1347110002206,3068124501,19860311,12,대전광역시 대덕구  신일서로 95,2025,20260318000645,한국앤컴퍼니그룹(舊 한국타이어),True,False,대기업,상호출자제한기업집단 소속,별도,1200,3930039896659.0,3695626311380.0,7151927488858.0,10883728406019.0,10134693336605.0,10492248416160.0,True,I1200140039,한온시스템 주식회사,30399,업종 대분류 불일치(확인 필요),비해당,,,일부해당,휠·현가장치·라디에이터(일부),2차 후보(확인 필요),,0,0,0,0,0,0,0,False,2차 후보(확인 필요),,,2차 후보(확인 필요)
00121039,명문제약(주),017180,Y,212,1341110013180,1248135615,19830901,12,경기도 화성시  향남읍 제약공단2길 26,2025,20260330000375,,False,False,중견,"3년 평균 매출 1,601억 > 기준 800억",별도,800,176719430779.0,160117518415.0,219056654963.0,195247096550.0,183752507186.0,272455465130.0,False,,,,,비해당,,,비해당,,비대상,True,0,0,0,0,0,0,0,False,비대상,,,비대상
00105271,(주)케이씨씨,002380,Y,20411,1101110221814,2148170045,19580812,12,서울특별시 서초구  사평대로 344 (주)케이씨씨 빌딩,2025,20260309001896,케이씨씨,True,False,대기업,상호출자제한기업집단 소속,별도,1200,2935723859992.0,3020723646582.0,15126548803697.0,6483819486096.0,6477008172544.0,16803559405446.0,True,I0500100002,케이씨씨,23323,업종 대분류 불일치(확인 필요),비해당,,,비해당,,비대상,,0,0,0,0,0,0,0,False,비대상,,,비대상
00123523,(주)창해에탄올,004650,K,11121,2013110000107,4168100072,19660616,12,전라북도 전주시 덕진구 원만성로 15,2025,20260814002909,,False,False,중견,"3년 평균 매출 1,047억 > 기준 800억",별도,800,103319360596.0,104728994183.0,182425701482.0,122344462021.0,125406540797.0,194591450816.0,False,,,,,비해당,,,비해당,,비대상,True,0,0,0,0,0,0,0,False,비대상,,,비대상
00276834,(주)케이엑스하이텍,052900,K,2224,1648110010780,3128125747,19970305,12,충청남도 아산시  음봉면 연암율금로 330 비아이이엠티,2025,20260318001546,,False,False,중소,"3년 평균 매출 842억 ≤ 기준 1,200억, 자산 5,000억 미만",별도,1200,87586849341.0,84248284428.0,175907480747.0,126276082558.0,137739493419.0,206678209777.0,False,,,,,비해당,,,비해당,,비대상,,0,0,0,0,0,0,0,False,비대상,,,비대상
01205851,에이치디현대일렉트릭(주),267260,Y,281,1101116363850,2668600531,20170403,12,경기도 성남시 분당구 분당수서로 477 HD현대 글로벌 R&D센터,2025,20260316000940,HD현대,True,False,대기업,상호출자제한기업집단 소속,별도,1800,3381139400167.0,2889320033501.0,3503823710082.0,4079497658529.0,3368215334476.0,4769815393358.0,True,I0029170001,에이치디현대일렉트릭(주),28111,,비해당,,,해당,전동기·변압기,2차(2028),,0,0,0,0,0,0,0,False,2차(2028),,,2차(2028)
01236897,제일약품(주),271980,Y,212,1101116420361,6288800669,20170601,12,서울특별시 서초구 사평대로 343 제일약품 사옥,2025,20260316000872,,False,False,중견,"3년 평균 매출 6,594억 > 기준 800억",별도,800,571285016382.0,659353835879.0,450806222504.0,567244440283.0,666060075206.0,510574727006.0,False,,,,,비해당,,,비해당,,비대상,True,0,0,0,0,0,0,2,False,비대상,,,비대상
01217829,주식회사엔에프씨,265740,K,20423,1201110608755,1318637479,20120423,12,인천광역시 연수구 갯벌로145번길 15-8 &nbsp,2025,20260313000481,,False,False,중소,"3년 평균 매출 516억 ≤ 기준 1,200억, 자산 5,000억 미만",별도,1200,71621774017.0,51572002581.0,92053691375.0,,,,False,,,,,비해당,,,비해당,,비대상,,0,0,0,0,0,0,0,False,비대상,,,비대상
00317210,성호전자(주),043260,K,26291,1101110145860,1198102505,19730513,12,"서울특별시 금천구 가산디지털1로 205-15 에스에이치드림타워 1301호, 1302호, 1401호",2025,20260320001361,,False,False,중견,"3년 평균 매출 1,168억 > 기준 1,000억",별도,1000,81557343213.0,116842211948.0,411707188321.0,231577035770.0,215655027620.0,581089727261.0,False,,,,,비해당,,,비해당,,비대상,True,0,0,0,0,0,0,0,False,비대상,,,비대상
00153278,(주)서연탑메탈,019770,K,292,1101110519003,1398102284,19870205,12,"인천광역시 남동구  청능대로410번길 40 고잔동,남동공단",2025,20260312000712,,False,False,중견,"3년 평균 매출 1,875억 > 기준 1,200억",별도,1200,207061838044.0,187492078944.0,182743215836.0,,,,False,,,,,비해당,,,일부해당,건설·광업 기계/농기계/산업용 로봇/석재 가공기(일부)/주조·야금 기계,2차 후보(확인 필요),True,0,0,0,0,0,0,2,False,2차 후보(확인 필요),,,2차 후보(확인 필요)
00260408,(주)팜스코,036580,Y,105,1311110042950,1298130202,19991001,12,경기도 안성시  미양면 제2공단4길 33,2025,20260320000233,하림,True,False,대기업,상호출자제한기업집단 소속,별도,1200,1427995693337.0,1548856314301.0,869543442974.0,1554134933701.0,1661105735800.0,1073411058408.0,False,,,,,비해당,,,비해당,,비대상,,0,0,0,0,0,0,0,False,비대상,,,비대상
00405959,(주)스타플렉스,115570,K,2221,1201110136459,1368119262,19960711,12,충청북도 음성군  삼성면 대성로 417,2025,20260323001102,,False,False,중소,"3년 평균 매출 552억 ≤ 기준 1,200억, 자산 5,000억 미만",별도,1200,64762004409.0,55196867165.0,65935928107.0,98655425592.0,83168975244.0,99019019951.0,False,,,,,비해당,,,비해당,,비대상,,0,0,0,0,0,0,0,False,비대상,,,비대상
00415594,(주)동국에스엔씨,100130,K,2511,1101112276784,1048163193,20010702,12,경상북도 포항시 남구 대송로 62(장흥동),2025,20260316001236,,False,False,중견,"3년 평균 매출 1,539억 > 기준 1,200억",별도,1200,119089577038.0,153919711551.0,252391659162.0,119684884783.0,154680968000.0,256327957251.0,False,,,,,해당,구조물,가공품,비해당,,1차(2027),True,0,0,0,0,0,0,15,False,1차(2027),,,1차(2027)
00495086,(주)픽셀플러스,087600,K,2629,1601110096473,3148132491,20000412,12,경기도 성남시 수정구 금토로40번길 30 -,2025,20260318000528,,False,False,중소,"3년 평균 매출 490억 ≤ 기준 1,000억, 자산 5,000억 미만",별도,1000,42707711339.0,48953401742.0,106988345927.0,,,,False,,,,,비해당,,,비해당,,비대상,,0,0,0,0,0,0,0,False,비대상,,,비대상
01283974,(주)삐아,451250,K,20423,1411110024675,2268132030,20040311,12,인천광역시 연수구 컨벤시아대로 165 32층,2025,20260408003344,,False,False,중소,"3년 평균 매출 533억 ≤ 기준 1,200억, 자산 5,000억 미만",별도,1200,65364629700.0,53256631048.0,51943832302.0,67972288390.0,54630172828.0,52358575521.0,False,,,,,비해당,,,비해당,,비대상,,0,0,0,0,0,0,0,False,비대상,,,비대상
00360036,(주)백금티앤에이,046310,K,2642,1101111353153,2298125504,19961217,12,"경기도 군포시 엘에스로 153-18(산본동) L&C타워 4,5,6층",2025,20260320000180,,False,False,중소,"3년 평균 매출 807억 ≤ 기준 1,000억, 자산 5,000억 미만",별도,1000,72388953794.0,80650469886.0,61161722623.0,148922256530.0,157382868187.0,126288878155.0,False,,,,,비해당,,,비해당,,비대상,,0,0,0,0,0,0,0,False,비대상,,,비대상
00567897,(주)에스비비테크,389500,K,291,1101112113142,2158600192,20001118,12,경기도 김포시 월곶면 김포대로2918번길 22,2025,20260323000721,,False,False,중소,"3년 평균 매출 59억 ≤ 기준 1,200억, 자산 5,000억 미만",별도,1200,7198979874.0,5932949022.0,32233141630.0,,,,False,,,,,비해당,,,일부해당,냉동장비 부품·냉각탑(일부)/디젤 엔진(일부)/버너(일부)/분사기(일부)/엔진용·소형 펌프(일부)/크레인·컨베이어 등,2차 후보(확인 필요),,0,0,0,0,0,0,0,False,2차 후보(확인 필요),,,2차 후보(확인 필요)
00371485,(주)켐트로닉스,089010,K,204,1311110028116,1298121998,19970401,12,세종특별자치시   전동면 배일길 31,2025,20260318000934,,False,False,중견,"3년 평균 매출 3,241억 > 기준 1,200억, 자산 5,200억 ≥ 5,000억",별도,1200,356736942242.0,324091922392.0,520000289224.0,637485933185.0,584988193355.0,782385054093.0,False,,,,,비해당,,,비해당,,비대상,True,0,0,0,0,0,0,7,False,비대상,,,비대상
01159853,(주)휴온스,243070,K,212,1311110446029,8638700270,20160503,12,경기도 성남시 수정구 창업로 17 판교 아이스퀘어 A동 8층,2025,20260323001636,,False,False,중견,"3년 평균 매출 5,217억 > 기준 800억, 자산 5,814억 ≥ 5,000억",별도,800,521054561136.0,521692295447.0,581392629414.0,620768254716.0,587668605566.0,680281789538.0,False,,,,,비해당,,,비해당,,비대상,True,0,0,0,0,0,0,2,False,비대상,,,비대상
01310773,(주)엔시스,333620,K,28909,1615110077268,3128180677,20060112,12,충청남도 아산시 음봉면 스마트산단3로 18 (주)엔시스,2025,20260323000257,,False,False,중소,"3년 평균 매출 543억 ≤ 기준 1,800억, 자산 5,000억 미만",별도,1800,48679576321.0,54252394466.0,84646428015.0,48836076321.0,54320561133.0,84907822358.0,False,,,,,비해당,,,비해당,,비대상,,0,0,0,0,0,0,0,False,비대상,,,비대상
01179866,(주)에스지헬스케어,398120,K,27111,1244110097700,1378196388,20090717,12,경기도 이천시  모가면 양녕로 10,2025,20260323001132,,False,False,중소,"3년 평균 매출 224억 ≤ 기준 800억, 자산 5,000억 미만",별도,800,24961318396.0,22399565088.0,39652035027.0,24601049961.0,22828111753.0,40505560917.0,False,,,,,비해당,,,비해당,,비대상,,0,0,0,0,0,0,0,False,비대상,,,비대상
00453929,메디포스트(주),078160,K,211,1101112007709,2118661218,20000626,12,경기도 성남시 분당구 대왕판교로 644번길21 -,2025,20260319001247,,False,False,중소,"3년 평균 매출 736억 ≤ 기준 800억, 자산 5,000억 미만",별도,800,76888153344.0,73569301564.0,425491546645.0,73656891468.0,70985635740.0,431550932707.0,False,,,,,비해당,,,비해당,,비대상,,0,0,0,0,0,0,0,False,비대상,,,비대상
00765462,씨에스베어링 주식회사,297090,K,29141,1801110611863,6068606640,20071109,12,서울특별시 강남구 언주로 723 8층(논현동),2025,20260318001679,,False,False,중소,"3년 평균 매출 908억 ≤ 기준 1,200억, 자산 5,000억 미만",별도,1200,101255289125.0,90802725461.0,129344278777.0,126148072662.0,102722117380.0,154563902434.0,False,,,,,비해당,,,비해당,,비대상,,0,0,0,0,0,0,0,False,비대상,,,비대상
00670340,씨에스윈드(주),112610,Y,2511,1101113509887,2128176626,20060816,12,서울특별시 강남구 언주로 723 -,2025,20260318001110,,False,False,중견,"3년 평균 매출 4,674억 > 기준 1,200억, 자산 15,032억 ≥ 5,000억",별도,1200,613558736508.0,467442608623.0,1503235719256.0,2931648581449.0,2508113297879.0,3216594965195.0,False,,,,,해당,구조물,가공품,비해당,,1차(2027),True,0,0,0,1,0,0,40,True,1차(2027),,,1차(2027)
