corp_code,corp_name,stock_code,corp_cls,induty_code,jurir_no,bizr_no,est_dt,acc_mt,adres,bsns_year,rcept_no,ftc_group,ftc_is_large,is_holding,size_class,size_reason,rev_basis,sme_limit_eok,ofs_rev_t,ofs_rev_3y_avg,ofs_assets_t,cfs_rev_t,cfs_rev_3y_avg,cfs_assets_t,kets_member,kets_code,kets_name,kets_ksic,kets_match_note,cbam_wave1_industry,cbam_wave1_item,cbam_wave1_type,cbam_wave2_industry,cbam_wave2_item,wave_group,report_ok,kw_CBAM,kw_배터리여권,kw_기어박스,kw_휠,kw_현가장치,kw_라디에이터,kw_유럽,product_hit,wave_group_final,review_decision,review_note,wave_group_reviewed
00351630,(주)세코닉스,053450,K,273,1158110006449,1278112192,19881224,12,경기도 동두천시  평화로2862번길 28,2025,20260320000344,,False,False,중견,"3년 평균 매출 3,872억 > 기준 800억",별도,800,354904671184.0,387237308504.0,252454062593.0,434869078123.0,466646393804.0,304885100741.0,False,,,,,비해당,,,비해당,,비대상,True,0,0,0,0,0,0,18,False,비대상,,,비대상
00867098,(주)티로보틱스,117730,K,29271,1311110126936,1298178206,20041027,12,경기도 오산시 가장산업서북로 103-37 (지곶동),2025,20260319001292,,False,False,중소,"3년 평균 매출 536억 ≤ 기준 1,200억, 자산 5,000억 미만",별도,1200,39059865094.0,53561332280.0,89598933718.0,43812661900.0,57078208972.0,89361141487.0,False,,,,,비해당,,,비해당,,비대상,,0,0,0,0,0,0,0,False,비대상,,,비대상
00601191,(주)하나기술,299030,K,29299,1348110080937,1248607579,20030318,12,경기도 용인시 처인구 남사면 전나무골길2번길 56-7,2025,20260814003680,,False,False,중소,"3년 평균 매출 1,014억 ≤ 기준 1,200억, 자산 5,000억 미만",별도,1200,92793492432.0,101443019227.0,261860937708.0,93832555999.0,102666564253.0,263293478189.0,False,,,,,비해당,,,비해당,,비대상,,0,0,0,0,0,0,0,False,비대상,,,비대상
00148939,조광피혁(주),004700,Y,15110,1501110001036,3158107132,19660803,12,"충청북도 청주시 흥덕구 공단로126번길 97 (송정동, 공단2브럭)",2025,20260319000650,,False,False,중견,"자산 6,620억 ≥ 5,000억",별도,1500,97880064978.0,104898485108.0,661996431061.0,,,,False,,,,,비해당,,,비해당,,비대상,True,0,0,0,1,0,0,0,True,비대상,,,비대상
00438036,팅크웨어(주),084730,K,264,1101111394420,2298126731,19970326,12,경기도 성남시 분당구 판교역로 240 삼환하이펙스 A동 9층,2025,20260320001267,,False,False,중견,"3년 평균 매출 1,855억 > 기준 1,000억",별도,1000,188582252198.0,185515112782.0,275986096850.0,536585727369.0,482601164625.0,369868460903.0,False,,,,,비해당,,,비해당,,비대상,True,0,0,0,0,0,0,5,False,비대상,,,비대상
01255652,(주)레이크머티리얼즈,281740,K,204,1101116525723,8938600629,20170922,12,세종특별자치시  전의면 산단길 22-144 -,2025,20260318001193,,False,False,중견,"3년 평균 매출 1,324억 > 기준 1,200억",별도,1200,141068662024.0,132399228954.0,316634147008.0,141233860094.0,132583149873.0,355838236186.0,False,,,,,비해당,,,비해당,,비대상,True,0,0,0,0,0,0,4,False,비대상,,,비대상
00664181,(주)인텔리안테크놀로지스,189300,K,26429,1101112948086,2118745307,20040205,12,경기도 평택시 진위면 진위산단로 18-7,2025,20260320001337,,False,False,중견,"3년 평균 매출 2,550억 > 기준 1,000억",별도,1000,287809917857.0,255028357375.0,476338945296.0,319628351040.0,294146882325.0,496458172495.0,False,,,,,비해당,,,비해당,,비대상,True,0,0,0,0,0,0,30,False,비대상,,,비대상
01058101,(주)라파스,214260,K,20423,1101113430040,1058690704,20060330,12,서울특별시 강서구 마곡중앙8로1길 62 라파스  ;,2025,20260320001360,,False,False,중소,"3년 평균 매출 199억 ≤ 기준 1,200억, 자산 5,000억 미만",별도,1200,19523736750.0,19902579610.0,62310989727.0,30987892335.0,28713048639.0,75077917566.0,False,,,,,비해당,,,비해당,,비대상,,0,0,0,0,0,0,0,False,비대상,,,비대상
01213586,아이디피(주),332370,K,26329,1101113356410,1138602012,20051208,12,"서울특별시 구로구 디지털로33길 50, 601",2025,20260311003940,,False,False,중소,"3년 평균 매출 385억 ≤ 기준 1,000억, 자산 5,000억 미만",별도,1000,40634596241.0,38487612714.0,73079678340.0,49083311500.0,43991712840.0,74404303598.0,False,,,,,비해당,,,비해당,,비대상,,0,0,0,0,0,0,0,False,비대상,,,비대상
01141942,(주)액트로,290740,K,262,1352110033862,1388178118,20120904,12,경기도 용인시 기흥구 흥덕1로 13 제타워동 35층 제에이3504호,2025,20260319000810,,False,False,중소,"3년 평균 매출 470억 ≤ 기준 1,000억, 자산 5,000억 미만",별도,1000,74018464048.0,47038794521.0,84520251097.0,244938933154.0,201623053209.0,123668697714.0,False,,,,,비해당,,,비해당,,비대상,,0,0,0,0,0,0,0,False,비대상,,,비대상
00447760,(주)미래컴퍼니,049950,K,29271,1101110911192,2118196221,19921230,12,경기도 화성시  양감면 정문송산로 69-12,2025,20260320001141,,False,False,중소,"3년 평균 매출 690억 ≤ 기준 1,200억, 자산 5,000억 미만",별도,1200,37679931475.0,69007053323.0,120049653900.0,40897794013.0,72550245617.0,121863202289.0,False,,,,,비해당,,,비해당,,비대상,,0,0,0,0,0,0,0,False,비대상,,,비대상
00118284,동일금속(주),109860,K,24312,1701110020397,5058124020,19841220,12,경상북도 영천시 금호읍 덕성리 327,2025,20260626000141,,False,False,중소,"3년 평균 매출 806억 ≤ 기준 1,800억, 자산 5,000억 미만",별도,1800,61379640196.0,80630196178.0,165533257051.0,91706521874.0,96045547319.0,180888658301.0,False,,,,,비해당,,,해당,철강 주조품,2차(2028),,0,0,0,0,0,0,0,False,2차(2028),,,2차(2028)
00442145,(주)아바코,083930,K,29272,1701110166737,5038143827,20000116,12,대구 달서구 월암동 1107번지,2025,20260608000428,,False,False,중견,"3년 평균 매출 2,930억 > 기준 1,200억",별도,1200,390585424274.0,292964309723.0,322101588339.0,392896306694.0,295087695415.0,323523807327.0,False,,,,,비해당,,,비해당,,비대상,True,0,0,0,0,0,0,9,False,비대상,,,비대상
00411446,(주)큐에스아이,066310,K,2612,1615110037709,3128143181,20000707,12,충청남도 천안시 서북구  성거읍 천흥8길 17,2025,20260625000480,,False,False,중소,"3년 평균 매출 211억 ≤ 기준 1,000억, 자산 5,000억 미만",별도,1000,23174272777.0,21069390553.0,93648432112.0,23282562121.0,21110979618.0,93019579690.0,False,,,,,비해당,,,비해당,,비대상,,0,0,0,0,0,0,0,False,비대상,,,비대상
01137295,프리시젼바이오(주),335810,K,27199,1601110265995,3148608943,20090928,12,대전시 유성구 테크노2로 306,2025,20260317000631,,False,False,중소,"3년 평균 매출 158억 ≤ 기준 800억, 자산 5,000억 미만",별도,800,14439814254.0,15790408315.0,56590174131.0,19925825433.0,19817040560.0,53074290379.0,False,,,,,비해당,,,일부해당,의료기기(일부),2차 후보(확인 필요),,0,0,0,0,0,0,0,False,2차 후보(확인 필요),,,2차 후보-약
01459212,주식회사 원준,382840,K,292,1348110166589,1248673730,20081126,12,경기도 수원시 권선구 산업로 174-29,2025,20260323001700,,False,False,중견,"3년 평균 매출 1,454억 > 기준 1,200억",별도,1200,149100259243.0,145402629329.0,166312130162.0,149100259243.0,145402629329.0,173929159460.0,False,,,,,비해당,,,일부해당,건설·광업 기계/농기계/산업용 로봇/석재 가공기(일부)/주조·야금 기계,2차 후보(확인 필요),True,0,0,0,0,0,0,25,False,2차 후보(확인 필요),,,2차 후보(확인 필요)
00763473,(주)코스메카코리아,241710,K,20423,1545110016091,3038124119,19991005,12,충청북도 음성군 대소면 대금로 196번길 17-12,2025,20260330001688,,False,False,중견,"3년 평균 매출 3,463억 > 기준 1,200억",별도,1200,441498750150.0,346268118006.0,433352129946.0,640929072776.0,545325609584.0,631824856424.0,False,,,,,비해당,,,비해당,,비대상,True,0,0,0,0,0,0,12,False,비대상,,,비대상
00442048,(주)아바텍,149950,K,26211,1701110179623,5038146784,20000901,12,대구광역시 달서구 달서대로 85길 100,2025,20260312001140,,False,False,중소,"3년 평균 매출 804억 ≤ 기준 1,000억, 자산 5,000억 미만",별도,1000,80944405170.0,80420464675.0,163284575024.0,,,,False,,,,,비해당,,,비해당,,비대상,,0,0,0,0,0,0,0,False,비대상,,,비대상
